sample_id,quote_id,quote_text
top2006:978,q00294,"At bottom, you see, we are not Homo sapiens as all. Our core is madness. The prime directive is murder. What Darwin was too polite to say, my friends, is that we came to rule the earth not because we were the smartest, or even the meanest, but because we have always been the craziest, most murderous motherfuckers in the jungle. And that is what the Pulse exposed five days ago."
top2006:978,q00295,Man has come to dominate the planet thanks to two essential traits. One is intelligence. The other has been the absolute willingness to kill anyone and anything that gets in his way.
top2006:978,q00296,This is how a man looks when he's deciding that the risk of death is better than the risk of change.
top2006:978,q00297,"He said the mind can calculate, but the spirit yearns, and the heart knows what the heart knows."
top2006:978,q00298,"Three days ago we not only ruled the earth, we had survivor's guilt about all the other species we'd wiped out on our climb to the nirvana of round-the-clock cable news and microwave popcorn. Now we're the Flashlight People."
top2006:978,q00299,"Clay said, ""If they have flashlights like us, we can almost assume-""""We can't assume anything,"" [Alice] said restlessly, querulously. ""My father says assume makes an ass out of you and me. Get it, u and-""""I get it,"" Clay said."
top2006:978,q00300,"Can a mordern city burn,' he asked Tom. 'One made mostly of concrete and metal and glass? Could it burn the way Chicago did after Mrs. O'Leary's cow kicked over the lantern?"
top2006:978,q00301,"It would occur to him later that the body knows how to fight when it has to. That it’s a secret the body keeps, just as it does the secrets of how to run or jump a creek or throw a fuck or—quite likely—die when there’s no other choice. That under conditions of extreme stress it simply takes over and does what needs doing while the brain stands off to one side, unable to do anything but whistle and tap its foot"
top2006:978,q00302,"At half past three, in the ditch of the night, Alice said: “Oh, Mummy, too bad! Fading roses, this garden’s over."
top2006:978,q00303,His cock swung from side to side like the pendulum of a grandfather clock on speed.
top2006:978,q00304,"That tight little accent grated on Clay’s frayed nerves. He thought that if it had been a fart, it would have been the kind that comes out sounding like a party-horn blown by a kid with asthma."
top2006:978,q00305,"It'll be all right, Clay. Really."" ""So you say, but you have a persecution complex and delusions of grandeur."" ""That's true,"" Tom said, ""but they're balanced out by poor self-image and ego menstruation at roughly six week intervals..."
top2006:978,q00306,Human aggression is instinctual. Humans have not evolved any ritualized aggression-inhibiting mechanisms to ensure the survival of the species. For this reason man is considered a very dangerous animal. KONRAD LORENZ
top2006:978,q00307,"I don't know why the phone-people want all the 'normies' in Kashwak, but I know what a roundup usually means for the cattle."
top2006:978,q00308,"He did it with a teacher's natural assumptions: lecturing was his responsibility, interruption his privilege."
top2006:978,q00309,"Dodge had a good time, too."
top2006:978,q00310,"She’s like Ahab on the prod for Moby,” the Head remarked. “Eminem might have been a jerk, but he was right about that guy,” Tom said morosely. “I beg your pardon, Tom?” the Head asked. Tom waved it away."
top2006:978,q00311,"He didn't love being called an animal, but couldn't deny that was what he was: oxygen and food in, carbon dioxide and shit out, pop goes the weasel."
