sample_id,quote_id,quote_text
top1956:5761,q00583,She was ready to deny the existence of space and time rather than admit that love might not be eternal.
top1956:5761,q00584,"She would never change, but one day at the touch of a fingertip she would fall to dust."
top1956:5761,q00585,"In a way, literature is true than life,' he said to himself. 'On paper, you say exactly and completely what you feel. How easy it is to break things off on paper! You hate, you shout, you kill, you commit suicide; you carry things to the very end. And that's why it's false. But it's damned satisfying. In life, you're constantly denying yourself, and others are always contradicting you. On paper, I make time stand still and I impose my convictions on the whole world; they become the only reality."
top1956:5761,q00586,I could see no reason for being sad. It´s just that it makes me unhappy not to feel happy.
top1956:5761,q00587,"Because we are separated everything separates us, even our efforts to join each other."
top1956:5761,q00588,People seem to think that if you keep your head empty you automatically fill your balls.
top1956:5761,q00589,"She offered her mouth to him, as if enchanted. A Persian princess, a little Indian, a fox, a morning glory, a lovely wisteria--it always pleased them when you told them they looked like something, like something else."
top1956:5761,q00590,I tried to love you less.I couldn't.
top1956:5761,q00591,"All the opportunities you let slip by! The idea, the inspiration just doesn´t come fast enough. Instead of being open, you´re closed up tight. That´s the worst sin of all - the sin of omission."
top1956:5761,q00592,"You said something very true the other day: that for us, nudity begins with the face."
top1956:5761,q00593,He formed his sentences hesitantly and then threw them at me with such force that I felt as if I were receiving a present each time
top1956:5761,q00594,"But I must admit I didn´t like that idea; do the same thing as everyone else. Eating to live, living to eat - that had been the nightmare of my adolescence. If it meant going back to that, if would be just as well to turn on the gas at once. But I suppose everyone thinks of things like that: let´s turn on the gas at once. And you don´t turn it on."
top1956:5761,q00595,"I quickly realized that friendships without tomorrows, and the little anguishes of parting, were part of the pleasures of traveling. I resolutely avoided bores, saw only those who amused me. We spent afternoons taking long walks, nights drinking and talking, and then we would leave each other, never to meet again, and there were no regrets. How simple life was. No regrets, no obligations, my acts and gestures counted for nothing, no one asked my advice, and I knew no other rule but my whims."
top1956:5761,q00596,"Surviving one’s own life, living on the other side of it like a spectator, is quite comfortable after all. You no longer expect anything, no longer fear anything, and every hour is like a memory."
top1956:5761,q00597,He reflected. 'I know a lot of different kids of people; what I want is to show each of them how the others really are. You hear so many lies!
top1956:5761,q00598,"The day had been spent in the expectation of these hours, and now they were crumbling away, becoming, in their turn, another period of expectancy...It was a journey without end, leading to an indefinite future, eternally shifting just as she was reaching the present."
top1956:5761,q00599,"Ready-made phrases and the ritual of etiquette were unknown to him; his thoughtfulness was pure improvisation, and it resembled the little inventions affection inspires."
top1956:5761,q00600,"I went to get a detective story. You have to kill time. But time will kill me too - and there´s the true, preestablished balance."
top1956:5761,q00601,"When you stubbornly give one man a chance, you arbitrarily deny it to another one."
top1956:5761,q00602,"To make something good of the future, you have to look the present in the face."
top1956:5761,q00603,"Always the same faces, the same surroundings, the same conversations, the same problems. The more it changes, the more it repeats itself. In the end, you feel as if you’re dying alive."
top1956:5761,q00604,"I hadn't known Chancel very well, but ten days earlier I had seen him laughing with the others around the Christmas tree. Maybe Robert was right; the distance between the living and the dead really isn't very great. And yet, like myself, those future corpses who were drinking their coffee in silence appeared ashamed to be so alive."
top1956:5761,q00605,"Life can't be bought piecemeal; it has to be purchased in bulk- all or nothing. Only there isn't time enough for everything, that's the tragedy of it."
top1956:5761,q00606,I could easily understand why Lambert was bored with this peace which gave us back our lives without giving us back our reasons for living.
top1956:5761,q00607,"To be no one, all things considered, is something of a privilege."
top1956:5761,q00608,"Scriassine studied me in turn. ""You're not so dumb, you know. Generally I dislike intelligent women, maybe because they're not intelligent enough. They always want to prove to themselves, and to everyone else, how terribly smart they are. So all they do is talk and never understand anything. What struck me the first time I saw you was that way you have of keeping quiet."
