sample_id,quote_id,quote_text
top1956:1135,q00932,"So at this moment Judd felt eternal solitude coming upon him. The dignity, the consistency, of the deed had been broken; they were no longer wilful gods, but caught boys squirming to throw blame, and he wanted only to detach himself so he might at least retain his own idea of integrity."
