sample_id,quote_id,quote_text
top2005:4751,q01147,Why can't people just sit and read books and be nice to each other?
top2005:4751,q01148,"Alex said, ""Okay, I need to know something. Why the Camel Club?""Stone answered, ""Because camels have great stamina. They never give up.""""That's what Oliver says, but the real reason is this,"" Reuben countered. ""In the 1920s there was another Camel Club. And at each meeting of that club they would all raise their glasses and take a vow to oppose Prohibition to the last drop of whiskey. Now, that's my kind of club."
top2005:4751,q01149,"I’ve fought for and against pretty much every cause there is. There will always be war of some kind. At first it was over fertile soil and good water, then precious metal and then the most popular version of human disagreement, ‘My God is better than your God.’ Whether you draw your faith from Jeremiah and Jesus, Allah and Muhammad or Brahma and Buddha, it doesn’t matter. Someone will tell you you’re wrong, and he’ll fight you over it. Me, I believe in aliens, and to hell with all earthly gods. In the grand scheme of a trillion planets in the universe we’re just not that damn important anyway. And humans are rotten to the core."
top2005:4751,q01150,"If it comes to it, don’t miss, guys, he said under his breath. When the president appeared, he was boxed in on all sides by the A-team protection detail that formed a wall of Kevlar and flesh around him. Alex knew these agents; they were a rock-solid crew. The president stepped onto the stage and shook some important hands while his wife, the governor, the chief of staff and Gray took their seats behind the podium. Brennan joined them"
top2005:4751,q01151,"Not particularly. You know, I hate spooks, I really do. I don’t give a crap if you call them the National Intelligence Center, the Central Intelligence Agency, or the Defense Intelligence Agency, they wouldn’t tell you the truth if their mother’s life depended on it.” “No, they wouldn’t,” Stone said under his breath."
top2005:4751,q01152,"When you knew the director’s eyes were going to be running over your feeble attempt at logical composition, it tended to make the neck hairs stand up and start twitching."
top2005:4751,q01153,"It was a fundamental question of ignorance and intolerance. Hemingway had always considered ignorance and intolerance to be like commas, because you often found them in pairs, and"
top2005:4751,q01154,"a spy, and spies always held things back; it was apparently in their genes never to be entirely forthcoming. It was as though, if they did reveal all, they’d disappear."
top2005:4751,q01155,Brennan was far too wily a politician to accept that statement at face value. It was a Washington tradition that intelligence chiefs kept things from their president. Yet Brennan had every incentive to allow the very popular Gray free rein to do his job. And Carter Gray was
top2005:4751,q01156,"Presidents weren’t indispensable, the NIC chief knew, they only thought they were."
top2005:4751,q01157,"All presidents could claim it was about doing good, about furthering the right agendas, about leading their political party, but in Gray’s experience it really all came down to the throne of the Oval Office. Power was the greatest high in the world, and the presidency of the United States represented the greatest power there was; its potency made heroin seem like a placebo."
top2005:4751,q01158,"He had loved and respected his father, learning civility and compassion by the man’s example."
top2005:4751,q01159,"heard stories from family who’d undertaken this most significant event in a Muslim’s life. She envisioned standing in a circle around the Great Mosque, or Al-Masjid al-Haram, in Mecca, performing her prayers. The pilgrimage continued in Muzdalifa, where the Night Prayer was observed and twenty-one pebbles were picked up for symbolic stoning of Satan at Mina. Two or three days were spent in Mina for various ceremonies before the return to Mecca. Families who made the pilgrimage were allowed to add the term “hajj” to their name. As a little girl Djamila had been especially drawn with anticipated delight to stories of the four-day celebration afterward, the ‘id al-adha, the Festival of Sacrifice, also known as the Major Festival. She had also looked forward to painting"
top2005:4751,q01160,"Dostoyevsky wrote that ‘while nothing is easier than to denounce the evildoer, nothing is more difficult than to understand him."
top2005:4751,q01161,The Iraqi army and the security forces are simply not ready.
top2005:4751,q01162,withdraw. That moment is almost upon us.
top2005:4751,q01163,"His features were Middle Eastern, his eyes haunted but also defiant. They were all defiant, Gray had found. When he looked at someone like al-Omari, Gray couldn’t help but think of a Dostoyevsky creation, the displaced outsider, brooding, plotting and methodically stroking a weapon of anarchy. It was the face of a fanatic, of one possessed by a deranged evil. It was the same type of person who’d taken away forever the two people Gray had loved most in the world. Though al-Omari was thousands of miles away in a facility only a very few people even knew existed, the picture and sound were crystal clear thanks to the satellite downlink. Through his headset he asked al-Omari a question in English. The man promptly answered in Arabic and then smiled triumphantly. In flawless Arabic Gray said, “Mr. al-Omari, I am fluent in Arabic and can actually speak it better than you. I know that you lived in England for years and that you speak English better than you do Arabic. I strongly suggest that we communicate in that language so there is absolutely no misunderstanding between us.” Al-Omari’s smile faded, and he sat straighter in his chair. Gray explained his proposal. Al-Omari was to become a spy for the United States, infiltrating one of the deadliest terrorist organizations operating in the Middle East. The man promptly refused. Gray persisted and al-Omari refused yet again, adding that “I have no idea what you’re talking about.” “There are currently ninety-three terrorist organizations in the world as recognized by the U.S. State Department, most of them originating in the Middle East,” Gray responded. “You have confirmed membership in at least three of them. In addition, you were found with forged passports, structural plans to the Woodrow Wilson Bridge and bomb-making material. Now you’re going to work for us, or it will become distinctly unpleasant.” Al-Omari smiled and leaned toward the camera. “I was interrogated years ago in Jordan by your CIA and your military and your FBI, your so-called Tiger Teams. They sent females in wearing only their underwear. They wiped their menstrual blood on me, or at least what they called their menstrual blood, so I was unclean and could not perform my prayers. They rubbed their bodies against me, offered me sex if I talk. I say no to them and I am beaten afterward.” He sat back. “I have been threatened with rape, and they say I will get AIDS from it and die. I do not care. True followers of Muhammad do not fear death as you Christians do. It is your greatest weakness and will lead to your total destruction. Islam will triumph. It is written in the Qur’an. Islam will rule the world."
