sample_id,quote_id,quote_text
top1968:1167,q00778,I like old men. They can be wonderful bastards because they have nothing to lose. The only people who can be themselves are babies and old bastards.
top1968:1167,q00779,Sex is like money; only too much is enough.
top1968:1167,q00780,"All love is betrayal, in that it flatters life. The loveless man is best armed."
top1968:1167,q00781,"And suddenly she was at him, after him with her fists, her struggling weight; he squeezed her against him, regretfully conscious even now, as her pinned fists flailed his shoulders and her face crumpled into contorted weeping and the sharp smell of perfume was scalded from her, that the expression, of serene superiority, of a beautiful secret continually tasted, was still on his face."
top1968:1167,q00782,No act is so private it does not seek applause.
top1968:1167,q00783,"Harold believed that beauty was what happened between people, was in a sense the trace of what had happened, so he in truth found her, though minutely creased and puckered and sagging, more beautiful than the unused girl whose ruins she thought of herself as inhabiting. Such generosity of perception returned upon himself; as he lay with Janet, lost in praise, Harold felt as if a glowing tumor of eternal life were consuming the cells of his mortality."
top1968:1167,q00784,The cloud of the consommé’s warmth enveloped her face and revived her poise. In the liquid a slice of lemon lay at fetal peace.
top1968:1167,q00785,"Was she asleep? He groped beside the bed, among his underclothes, for his wristwatch. He would soon learn, in undressing, to leave it lying discreetly visible. Its silent gold-rimmed face, a tiny banker’s face, stated that he had already been out to lunch an hour and forty minutes. A sour burning began to revolve in his stomach."
top1968:1167,q00786,"Ken appeared, was taller than she, wanted her, was acceptable and accepted on all sides; similarly, nagging mathematical problems abruptly crack open. Foxy could find no fault with him, and this challenged her, touched off her stubborn defiant streak. She felt between his handsomeness and intelligence a contradiction that might develop into the convoluted humour of her Jew. Ken looked lika a rich boy and worked like a poor one. From Farmington, he was the only son of a Hartford laywer who never lost a case. Foxy came to imagine his birth as cool and painless, without a tear or outcry. Nothing puzzled him. There were unknowns, but no mysteries. (...) He was better-looking, better-thinking, a better machine."
top1968:1167,q00787,"In her rare moods of liberation she held for him the danger that she would disclose great riches within herself, showing him the depths of loss frozen over by their marriage."
top1968:1167,q00788,"Virtue was no longer sought in temple or market place but in the home—one’s own home, and then the homes of one’s friends."
top1968:1167,q00789,"Having suffered under their parents’ rigid marriages and formalized evasions, they sought to substitute an essential fidelity set in a matrix of easy and open companionship among couples. For the forms of the country club they substituted informal membership in a circle of friends and participation in a cycle of parties and games."
top1968:1167,q00790,"Piet wondered what barred him from the ranks of those many blessed who believed nothing. Courage, he supposed. His nerve had cracked when his parents died. To break with a faith requires a moment of courage, and courage is a kind of margin within us, and after his parents’ swift death Piet had no margin. He lived tight against his skin, and his flattish face wore a look of tension. Also, his European sense of order insisted that he place his children in Christendom."
top1968:1167,q00791,"We all rather live under wraps, don’t we? We hardly ever really open ourselves to the loveliness around us. Yet there it is, every day, going on and on, whether we look at it or not. Such a splendid waste, isn’t it?"
top1968:1167,q00792,"this country since 1865 has an unenviable record for political violence. Four presidents, plus the attempts on Truman and both Roosevelts—as you know, Teddy was actually wounded, in his unsuccessful campaign in 1912—not to mention Huey Long. There isn’t a country west of the Balkans with any kind of the same record. The Prime Ministers of England go everywhere with a single bodyguard."
top1968:1167,q00793,"How innocently life ate the days. How silly she was, how Christianly neurotic, to feel beneath the mild mixed surface of aging and growing, of nursing and eating and sleeping, of love feigned and stolen and actual, a terror, a tipping wrongness, a guilt gathering toward discharge."
top1968:1167,q00794,But it’s just those people who are unhappy. The people with everything are the ones who panic. The rest of us are too busy scrambling.
top1968:1167,q00795,"Janet was a woman in whom early beauty had bred high expectations. Their disappointment brought with it a soured idealism, an idealism capable only of finding the world faulty."
top1968:1167,q00796,"They had been drinking. In the society of Tarbox there was no invitation more flattering than to share, like this, another couple’s intimacy, to partake in their humorous déshabille, their open quarrels and implicit griefs."
