sample_id,quote_id,quote_text
top1969:5279,q01548,I'll make him an offer he can't refuse.
top1969:5279,q01549,Friendship is everything. Friendship is more than talent. It is more than the government. It is almost the equal of family.
top1969:5279,q01550,"Great men are not born great, they grow great . . ."
top1969:5279,q01551,Revenge is a dish that tastes best when served cold.
top1969:5279,q01552,A man who doesn't spend time with his family can never be a real man.
top1969:5279,q01553,A friend should always underestimate your virtues and an enemy overestimate your faults
top1969:5279,q01554,The lawyer with the briefcase can steal more money than the man with the gun.
top1969:5279,q01555,"I don't trust society to protect us, I have no intention of placing my fate in the hands of men whose only qualification is that they managed to con a block of people to vote for them."
top1969:5279,q01556,"You cannot say 'no' to the people you love, not often. That's the secret. And then when you do, it has to sound like a 'yes'. Or you have to make them say 'no.' You have to take time and trouble."
top1969:5279,q01557,"Tom, don't let anybody kid you. It's all personal, every bit of business. Every piece of shit every man has to eat every day of his life is personal. They call it business. OK. But it's personal as hell. You know where I learned that from? The Don. My old man. The Godfather. If a bolt of lightning hit a friend of his the old man would take it personal. He took my going into the Marines personal. That's what makes him great. The Great Don. He takes everything personal Like God. He knows every feather that falls from the tail of a sparrow or however the hell it goes? Right? And you know something? Accidents don't happen to people who take accidents as a personal insult."
top1969:5279,q01558,"Italians have a little joke, that the world is so hard a man must have two fathers to look after him, and that's why they have godfathers."
top1969:5279,q01559,Never let anyone know what you are thinking.
top1969:5279,q01560,"He smelled the garden, the yellow shield of light smote his eyes, and he whispered, ""Life is so beautiful.""...Yes, he thought, if I can die saying, ""Life is so beautiful,"" then nothing else is important."
top1969:5279,q01561,Behind every successful fortune there is a crime.
top1969:5279,q01562,Many young men started down a false path to their true destiny. Time and fortune usually set them aright.
top1969:5279,q01563,"A man who is not a father to his children can never be a real man,"
top1969:5279,q01564,Lawyers can steal more money with a briefcase than a thousand men with guns and masks.
top1969:5279,q01565,Why should I be afraid now? Strange men have come to kill me ever since I was twelve years old.
top1969:5279,q01566,There are things that have to be done and you do them and you never talk about them. You don't try to justify them. They can't be justified. You just do them. Then you forget it.
top1969:5279,q01567,"We are all honorable men here, we do not have to give each other assurances as if we were lawyers."
top1969:5279,q01568,"He had long ago learned that society imposes insults that must be borne, comforted by the knowledge that in this world there comes a time when the most humble of men, if he keeps his eyes open, can take his revenge on the most powerful. It was this knowledge that prevented the Don from losing the humility all his friends admired in him."
top1969:5279,q01569,"Michael could never remember his father ever having uttered a word about death, as if the Don respected death too much to philosophize about it."
top1969:5279,q01570,He should be careful. It's dangerous to be an honest man.
top1969:5279,q01571,"You can't hide the thunderbolt. When it hits you, everybody can see it. Christ, man, don't be ashamed of it, some men pray for the thunderbolt. You're a very lucky fellow. - Calo"
top1969:5279,q01572,"It was not perhaps the warmest friendship in the world, they would not send each other Christmas gift greetings, but they would not murder each other."
top1969:5279,q01573,"Woman and children can afford to be careless, men can not."
top1969:5279,q01574,"It was a lie but he believed in telling lies to people. Truth telling and medicine just didn't go together except in dire emergencies, if then."
top1969:5279,q01575,"But let me say this. I am a superstitious man, a ridiculous failing but I must confess it here. And so if some unlucky accident should befall my youngest son, if some police officer should accidentally shoot him, if he should hang himself while in his jail cell, if new witnesses appear to testify to his guilt, my superstition will make me feel that it was the result of the ill will still borne me by some people here. Let me go further. If my son is struck by a bolt of lightning I will blame some of the people here. If his plane show fall into the sea or his ship sink beneath the waves of the ocean, if he should catch a mortal fever, if his automobile should be struck by a train, such is my superstition that I would blame the ill will felt by people here. Gentlemen, that ill will, that bad luck, I could never forgive. But aside from that let me swear by the souls of my grandchildren that I will never break the peace we have made. After all, are we or are we not better men than those pezzonovanti who have killed countless millions of men in our lifetimes?"
top1969:5279,q01576,When they come... they come at what you love.
top1969:5279,q01577,Forgive. Forget. Life is full of misfortunes.
top1969:5279,q01578,"No, that's not possible,"" Michael said. ""Killed, yes; jail, no."
top1969:5279,q01579,Behind every great fortune there is a crime.
top1969:5279,q01580,Friendship is more than talent. It is more than government. It is almost the equal of family. Never forget that. If you had built up a wall of friendship you wouldn't have to ask me to help. - Don Corleone
top1969:5279,q01581,Mothers are like cops. They always believe the worst.
top1969:5279,q01582,"I have no such powers. If I did I would be more merciful than God, believe me."
top1969:5279,q01583,Tell my father I wish to be his son.
top1969:5279,q01584,"Like many business men of genius he learned that free competition was wasteful, monopoly efficient."
top1969:5279,q01585,"She emptied her mind of all thought of herself, of her children, of all anger, of all rebellion, of all questions. Then with a profound and deeply willed desire to believe, to be heard, as she had done every day since the murder of Carlo Rizzi, she said the necessary prayers for the soul of Michael Corleone."
top1969:5279,q01586,"You let women dictate your actions and they are not competent in this world, though certainly they will be saints in heaven while we men burn in hell."
top1969:5279,q01587,Your enemies always get strong on what you leave behind.
top1969:5279,q01588,"And in that fraction of a second before anything actually happened, Santino Corleone knew he was a dead man."
top1969:5279,q01589,"The gunman said, ""Fabrizzio,Michael Corleone sends you his regards."
top1969:5279,q01590,She was the only person in the world who could make him act against his own nature
top1969:5279,q01591,"You talk about vengeance. Is vengeance going to bring your son back to you or my boy to me? I forgo the vengeance of my son. But I have selfish reasons, my youngest son was forced to leave this country because of this Sollozzo business. All right, now I have to make arrangements to bring him back here safely cleared of all these false charges. But I'm a superstitious man and if some unlucky accident should befall him, if he should get shot in the head by a police officer, or if should hang himself in his jail cell, or if he's struck by a bolt of lightening, then I'm going to blame some of the people in this room, and that I do not forgive. But, that aside, let me say that I swear, on the souls of my grandchildren, that I will not be the one to break the peace we have made here today."
top1969:5279,q01592,You lived like a fool and you have come to a fool’s end.
top1969:5279,q01593,"He claimed that there was no greater natural advantage in life than having an enemy overestimate your faults, unless it was to have a friend underestimate your virtues."
top1969:5279,q01594,"The Don considered a use of threats the most foolish kind of exposure; the unleashing of anger without forethought as the most dangerous indulgence. No one had ever heard the Don utter a naked threat, no one had ever seen him in an uncontrollable rage. It was unthinkable."
top1969:5279,q01595,"None of us here want to see our children follow in our footsteps, it’s too hard a life."
top1969:5279,q01596,"Jack Woltz: Now you listen to me, you smooth-talking son-of-a-bitch, let me lay it on the line for you and your boss, whoever he is! Johnny Fontane will never get that movie! I don't care how many dago guinea wop greaseball goombahs come out of the woodwork!Tom Hagen: I'm German-Irish.Jack Woltz: Well, let me tell you something, my kraut-mick friend, I'm gonna make so much trouble for you, you won t know what hit you!Tom Hagen: Mr. Woltz, I'm a lawyer. I have not threatened you."
top1969:5279,q01597,"Nothing was more calming, more conducive to pure reason, than the atmosphere of money."
