sample_id,quote_id,quote_text
top2005:2603,q00242,"There is some delight in ale and wineAnd some in girls with ankles fineBut my delight, yes always mineIs to dance with Jak O’ the ShadowsWe will toss the dice however they fallAnd snuggle the girls be they short or tallThen follow Lord Mat whenever he callsTo dance with Jak O’ the Shadows."
top2005:2603,q00243,A beautiful battle is one you don't have to fight
top2005:2603,q00244,"Lan told me once that Malkier lives so long as one man wears the hadori in pledge that he will fight the Shadow, so long as one woman wears the ki'sain in pledge that she will send her sons to fight the Shadow. I wear the ki'sain, Master Aldragoran. My husband wears the hadori. So do you. Will Lan Mandragoran ride to the Last Battle alone?"
top2005:2603,q00245,The Golden Crane flies for Tarmon Gai'don!
top2005:2603,q00246,"My name is Nynaeve ti al’Meara Mandragoran. The message I want sent is this. My husband rides from World’s End toward Tarwin’s Gap, toward Tarmon Gai’don. Will he ride alone?"
top2005:2603,q00247,"When the Wolf King carries the hammer, thus are the final days known. When the fox marries the raven, and the trumpets of battle are blown."
top2005:2603,q00248,The sweetness of victory and the bitterness of defeat are alike a knife of dreams.-From Fog and Steel by Madoc Comadrin
top2005:2603,q00249,Some people thought scars a sign of toughness. It seemed to Perrin that fewer scars meant that you knew what you were doing.
top2005:2603,q00250,That had the irritating sound of an old saying.
top2005:2603,q00251,But only a fool thought he knew what was in a woman’s head just because she had a smile on her face.
top2005:2603,q00252,"A woman's love can be violent.Sometimes they hurt a man worse than they think they have, worse than they mean to.Sometimes, they're even sorry afterwards."
top2005:2603,q00253,Beware the fox that makes the ravens fly.
top2005:2603,q00254,"You're not my enemy, but your Empire is."
top2005:2603,q00255,It looks a good plan to me. As good as any till the arrows start flying.
top2005:2603,q00256,"If someone offers him enough gold, it becomes a toss of the dice, and not even Mat Cauthon could say how they’ll land."
top2005:2603,q00257,Thieves are always the most careful of their purses.
top2005:2603,q00258,she knew that showing nerves could infect others with them.
top2005:2603,q00259,"Light’s truth, if you got a woman to feed you on a regular basis, she was halfway won."
top2005:2603,q00260,"In any trade, you needed to make the other fellow think he was getting something extra,"
top2005:2603,q00261,Small courtesies were the lubricant of daily life.
top2005:2603,q00262,The woman never wanted much. Just her own way. Like just about every other woman he had ever known.
top2005:2603,q00263,"Well, heroes got patted on the head, then pushed out of the way until the next time a hero was needed, if they survived being a hero in the first place. Very often, heroes did not."
top2005:2603,q00264,People frequently continued to go on as they had been after all purpose in it had been lost.
top2005:2603,q00265,The mighty tell the lesser to dig in the mud and keep their own hands clean.
top2005:2603,q00266,"when a dangerous path was your only route to safety, you had to take it."
top2005:2603,q00267,Women could compress a great deal into one look.
top2005:2603,q00268,"Mourn if you must,” he said, “but mourn on the march for Tarmon Gai’don."
top2005:2603,q00269,Women just purely enjoyed planting needles in a man.
top2005:2603,q00270,"Truth has more shadings than you might think, and distance often distorts truth into something very different from the facts."
top2005:2603,q00271,A general who draws his sword has put aside his baton and become a common soldier.
top2005:2603,q00272,"It was pure Fire, and the blazes were ferocious, fiercer than she would have expected from Fire alone."
top2005:2603,q00273,A brief interlude with tales of romance and adventure was much preferable to contemplating utter futility
top2005:2603,q00274,she folded her arms beneath that impressive bosom.
top2005:2603,q00275,Pain was as much a part of life as breathing.
top2005:2603,q00276,only a complete woolhead looked at a woman while with another.
top2005:2603,q00277,"Lews Therin hummed even harder, making Rand wish the man had a face so he could hit him."
top2005:2603,q00278,"Logic is always applicable to the real world,” Miyasi said dismissively, “but only a novice would think the real world can be applied to logic. Ideals must be first principles. Not the mundane world."
top2005:2603,q00279,It was always a mistake to choose a pillow-friend who did not wear the shawl. Especially if you were fool enough to let her take the lead.
top2005:2603,q00280,"Pretend something too long, and it could become truth."
top2005:2603,q00281,"Perrin shared, though he let none of it show. The sun stood almost overhead; he had been waiting there nearly an hour. A stiff, steady breeze blew"
top2005:2603,q00282,"I told her she would feel the strap if we delayed the departure,” Nadere was saying with some heat as Elayne entered the room. “It is hardly fair if she is not the cause, but I said what I said."
top2005:2603,q00283,There’s always another battle. I suppose that will be the case until the whole world turns Tinker.
top2005:2603,q00284,"Cauthon looked like a man watching an arrow fly toward his face, knowing he had no chance to dodge."
top2005:2603,q00285,"De jovencita había sido obstinada, siempre aspirando a más. La Torre le había enseñado que podía lograr más si aprendía a controlarse, y se enorgullecía de esa habilidad."
top2005:2603,q00286,"I’m an old man,” Thom said suddenly, “and sometimes I imagine I see things that can’t be, but luckily, I always forget them."
top2005:2603,q00287,"the more people were listening, the more he tended to forget what he intended to say and go off on tangents. In truth, he had to admit that sometimes he rambled a bit with only a few listeners."
top2005:2603,q00288,"Elaida would charge her with falsely claiming to be the Amyrlin Seat. The penalty for that was death. Strangely, that brought no fear. Perhaps it was the herb working on her."
top2005:2603,q00289,"It was a plain table, and unadorned like all of her furnishings, some of which she suspected might be of indifferent workmanship. A trivial matter; so long as furniture did what it was supposed to do, nothing more mattered"
top2005:2603,q00290,"What else did she tell you about—” Thom began, then cut off with a frown. “What ails you, Mat? You look about to sick up.”What ailed him was his memory, and not the other men’s memories for once. Those had been stuffed into him to fill holes in his own memories, which they did and more, or so it seemed. He certainly remembered many more days than he had lived. But whole stretches of his own life were lost to him, and others were like moth-riddled blankets or shadowy and dim. He had only spotty memories of fleeing Shadar Logoth, and very vague recollections of escaping on Domon’s rivership, but one thing seen on that voyage stood out. A tower shining like burnished steel. Sick up? His stomach wanted to empty itself. “I think I know where that tower is, Thom. Rather, Domon knows. But I can’t go with you. The Eelfinn will know I’m coming, maybe the Aelfinn, too. Burn me, they might already know about this letter, because I read it. They might know every word we’ve said. You can’t trust them. They’ll take advantage if they can, and if they know you’re coming, they’ll be planning to do just that. They’ll skin you and make harnesses for themselves from your hide.” His memories of them were all his own, but they were more than enough to support the judgment."
top2005:2603,q00291,"Toy, are you ill?” Tuon brought the mare close and peered up into his face. Concern filled her big eyes. “You’ve gone pale as the moon.”“I’m right as spring water,” he muttered. She was close enough for him to kiss if he bent his head, but he did not move. He could not. He was thinking so furiously he had nothing left for motion. Somehow only the Light knew, the Eelfinn had gathered the memories they had planted in his head, but how could they harvest memory from a corpse? A corpse in the world of men, at that. He was certain they never came to this side of that twisted doorframe ter’angreal for longer than minutes at a time. A way occurred to him, one he did not like, not a scrap. Maybe they created some sort of link to any human who visited them, a link that allowed them to copy all of a man’s memories after that right up to the moment he died. In some of those memories from other men he was white-haired, in some only a few years older than he really was, and everything in between, but there were none of childhood or growing up. What were the odds of that, if they had just stuffed him with random bits and pieces, likely things they considered rubbish or had done with? What did they do with memories, anyway? They had to have some reason for gathering them beyond giving them away again. No, he was just trying to avoid where this led. Burn him, the bloody foxes were inside his head right then! They had to be. It was the only explanation that made sense."
top2005:2603,q00292,"We’ll talk about it,” she murmured, the bond filling with stubborn resolve. The most dire words a woman can say short of “I’m going to kill you,"
