sample_id,quote_id,quote_text
top2013:4426,q02992,"Ethics are determined by what they catch you doing. If you don’t get caught, then you haven’t violated any ethics."
top2013:4426,q02993,"They found Seth Hubbard in the general area where he had promised to be, though not exactly in the condition expected. He was at the end of a rope, six feet off the ground and twisting slightly in the wind."
top2013:4426,q02994,"When you have no future, you live in the past."
top2013:4426,q02995,Hubbard obtained the land from Sylvester’s widow.
top2013:4426,q02996,But such a cheap shot from a sibling can never be left alone.
top2013:4426,q02997,A man shrewd enough and clever enough to amass such a fortune in ten years does not throw together
top2013:4426,q02998,"In the sixth chapter of the Gospel of Luke, Jesus teaches the importance of forgiveness. He knows we’re human and our natural tendency is to seek revenge, to strike back, to condemn those who hurt us, but this is wrong. We’re supposed to forgive, always."
top2013:4426,q02999,"He hadn’t hit her in several years, but when you’ve been beaten you never forget it. The bruises go away but the scars remain, deep, hidden, raw. You stay beaten. It takes a real coward to beat a woman."
top2013:4426,q03000,"It must be pretty cool being a lawyer,"" she said in awe.""Cool"" was not an adjective Jake would use. He was forced to admit to himself that it had been a long time since he viewed his profession as something other than tedious."
top2013:4426,q03001,"Sistrunk looked angrily at Lettie and said, “I’m allowed to be paid for my time and expenses, plus there is the matter of the loans. When can I expect the money?” “In due course,” Jake said. “I want it now.” “Well, you’re not getting it now.” “Then I’ll sue.” “Fine. I’ll defend.” “And I’ll preside,” Judge Atlee said. “I’ll give you a trial date in about four years."
top2013:4426,q03002,"You mentioned law school,"" he said, and this grabbed her attention. They talked about it at length, with Jake careful not to make his description as dreadful as the three-year ordeal itself. Occasionally, like all lawyers, Jake was asked by students if he would recommend the law as a profession. He had never found an honest way to say no, though he had many reservations."
top2013:4426,q03003,"Everything is about race in Mississippi, Jake, don’t ever forget that."
top2013:4426,q03004,"Booker Sistrunk sat awkwardly with his hands behind him and continued the mouthing: “You oughtta be ashamed of yourself, treating a brother like this.” “The white guy’s gettin’ the same treatment,” Ozzie said. “You’re violating my civil rights.” “And you’re violatin’ mine with your mouth. Now shut up or I’ll lock you under the jail. We got a little basement down there."
top2013:4426,q03005,A child is not born with the tendency to neglect; it has to be acquired.
top2013:4426,q03006,the jury that conniving her way into wills handwritten by her old and vulnerable bosses was a devious pattern.
top2013:4426,q03007,"a Caucasian over the age of fifty. The younger people went to integrated schools and tend to be more tolerant on race, and obviously we are"
top2013:4426,q03008,There’s no mandatory retirement age for drug dealers.
top2013:4426,q03009,"You weren’t required to divulge all of your witnesses and describe what they were going to say, no sir. It was trial by ambush."
top2013:4426,q03010,"It’s just depositions,” Jake had said. “You’ll be bored out of your mind. Death by deposition."
top2013:4426,q03011,"If you smoke cigarettes, take the advice of a dead man and stop immediately."
top2013:4426,q03012,"But, in a case like this, it’ll be nice to have twelve of our good and faithful citizens in the hot seat."
top2013:4426,q03013,"He had hired more mature women to negate any physical temptation, but, as a rule, they had been bossy, maternal, menopausal, and they had more doctors’ appointments, as well as aches and pains to talk about and funerals to attend."
top2013:4426,q03014,"and exactly twenty-one feet from the ground. From there it fell about nine feet, culminating in a perfect hangman’s knot, one that Seth had undoubtedly worked on for some time."
top2013:4426,q03015,"that there was no mud on his shoes and no tracks below him, so therefore he was probably hanging and dead when the rain began. Why was that important? Ultimately, it was not. The logistics of hanging oneself from a tree are not that simple."
top2013:4426,q03016,"He was definitely part of the gang, but he didn’t want to get his hands dirty. There were four trucks, and they drove slowly away from the settlement, not far, to a row of sycamore trees. Seth and I knew the place well because we had fished in the creek."
top2013:4426,q03017,"Lucien was sitting on his front porch, drinking"
top2013:4426,q03018,"Sistrunk had made a decision. If possible, they would commandeer the table used by the prosecution and plaintiff, the one closest to the jury, and assert themselves as the true voice of the proponents of the will. Jake Brigance would probably throw punches, but bring it on. It was time to establish proper roles, and since their client was the"
top2013:4426,q03019,"For him and his Chancery Court, a major trial was a nasty divorce"
top2013:4426,q03020,"you start repeating what’s already been said, as lawyers have a natural inclination to"
top2013:4426,q03021,"The effort to validate the handwritten will of Seth Hubbard continued to unravel late Sunday morning,"
top2013:4426,q03022,"From the gravel road, they all strained to see the old sycamore, but after a few seconds of focusing it was apparent there was a man hanging from it. Calvin told them everything he knew. The deputies decided it was best to proceed as if a crime had been committed, and they prohibited the ambulance crew from approaching the scene."
