sample_id,quote_id,quote_text
top2015:3851,q03596,"Like so many, this trial is not about the truth; it’s about winning."
top2015:3851,q03597,"As a society, we adhere to the belief in a fair trial for a person accused of a serious crime, but some of us struggle when it comes to the business of providing a competent lawyer to guarantee said fair trial. Lawyers like me live with the question “But how do you represent such scum?”I offer a quick “Someone has to” as I walk away.Do we really want fair trials? No, we do not. We want justice, and quickly. And justice is whatever we deem it to be on a case-by-case basis.It’s just as well that we don’t believe in fair trials because we damned sure don’t have them. The presumption of innocence is now the presumption of guilt. The burden of proof is a travesty because the proof is often lies. Guilt beyond a reasonable doubt means if he probably did it, then let’s get him off the streets."
top2015:3851,q03598,"If the cops can’t convict with evidence, they use the media to convict with suspicion."
top2015:3851,q03599,"if a defense lawyer is caught cheating, he or she gets nailed with sanctions by the court, reprimanded by the state bar association, maybe even indicted. If a prosecutor gets caught cheating, he either gets reelected or elevated to the bench."
top2015:3851,q03600,"Sadly, dissent nowadays is considered unpatriotic, and in our post-9/11 atmosphere any criticism of those in uniform, any uniform, is stifled. Being labeled soft on crime or soft on terror is a politician’s curse."
top2015:3851,q03601,"And every defendant, regardless of how despicable the person or his crime, is entitled to a lawyer. Most laymen don’t understand this and don’t care. I don’t care either. This is my job."
top2015:3851,q03602,I learned a long time ago not to waste time analyzing why judges do the things they do.
top2015:3851,q03603,But a year in jail for an innocent man is pure luck in our system.
top2015:3851,q03604,"Such is the lunacy and unfairness of the system. Huver’s witnesses, the ones testifying on behalf of the State, are cloaked with legitimacy, as if they’ve been sanctified by the authorities. Cops, experts, even snitches who’ve been washed and cleansed and spruced up in nice clothes, all take the stand and tell lies in a coordinated effort to have my client executed. But the witnesses who know the truth, and are telling it, are discounted immediately and made to look like fools."
top2015:3851,q03605,"Four months ago, he had a mild heart attack and his doctor told him to retire. He found another doctor."
top2015:3851,q03606,"the eight warrior cops and their chief are terminated before the civil trial, they would likely become hostile witnesses against the City."
top2015:3851,q03607,"deal with self-righteous prosecutors who lie, cheat, stonewall, cover up, ignore ethics, and do whatever it takes to get a conviction, even when they know the truth and the truth tells them they are wrong."
top2015:3851,q03608,"They, the lawmakers, were hoodwinked by the insurance companies who are still funding the national tort reform movement, a political crusade that has been wildly successful. Virtually every state has fallen in line with caps on damages and other laws designed to keep folks away from the courthouse. So far, no one has seen a decline in insurance rates. An investigative report by my pal at the Chronicle revealed that 90 percent of our legislators took campaign money from the insurance industry. And this is considered a democracy."
top2015:3851,q03609,Why on earth would one parent tell a seven-year-old that the other parent doesn’t like his name?
top2015:3851,q03610,"These are the real casualties of our wars. The war on drugs. The war on crime. Unintended victims of tough laws passed by tough politicians over the past forty years. One million young black men now warehoused in decaying prisons, idling away the days at taxpayer expense. Our prisons are packed. Our streets are filled with drugs. Who’s winning the war? We’ve lost our minds."
top2015:3851,q03611,"Insanity” is a legal term, not a medical one."
top2015:3851,q03612,"Then why did we sue for $50 million when the most we can get is only $1 million?” Another question with a long answer. First, it’s called making a statement. We’re angry and fighting back, and suing for $50 million sounds much more aggressive than a mere $1 million. Second, a quirk in this already screwed-up law prohibits the jurors from knowing about the $1 million cap. They can sit through a month of testimony, evaluate the evidence, deliberate thoughtfully, and return a proper verdict of, say, $5 to $10 million. Then they go home, and the next day the judge quietly reduces the verdict down to the cap. The newspaper might trumpet another big verdict, but the lawyers and judges (and insurance companies) know the truth."
top2015:3851,q03613,the typical classy gal at the cage
top2015:3851,q03614,"room and the tension hits like a brick. Tonight we’re assigned to one half of a long room. Tadeo is moving up in the world of mixed martial arts, and we’re all beginning to sense something big. He’s lying on a table, on his stomach, naked except for his boxers, not an ounce of fat on his 130-pound body. His cousin Leo is massaging his shoulder blades. The lotion makes his light brown skin glisten. I ease around the room and speak to Norberto, his manager, Oscar, his trainer, and Miguel, his brother and workout partner. They smile when they speak to me because I, the lone gringo, am viewed as the man with the money."
top2015:3851,q03615,"Ten minutes ago, a bomb went off in the Old Courthouse, same courtroom Link got convicted in.” I’ve been in that courtroom a hundred times, so, yes, I am shocked to hear it’s been bombed. On the other hand, I’m not at all surprised to discover"
top2015:3851,q03616,"Several years ago, not long after the terror attacks on September 11, our police department managed to bilk Homeland Security out of a few million bucks so it could arm up and join the national craze of ETF—Extreme Terror Fighting. Never mind that our city is far away from the major metropolitan areas, or that there has been absolutely no sign of any jihadists around here, or that our cops already had plenty of guns and ninja gear. Forget all that—we had to be ready! So in the arms race that followed, our cops somehow got a new tank. And once they learned how to drive it, then, hell, it was time to use it."
top2015:3851,q03617,The (bar) will tolerate a few Mexicans but a black face would start a riot. Not that there's anything to worry about. Such a cracker dive has zero appeal to any sensible black guy.
top2015:3851,q03618,"I have neither the talent nor the patience for the usual mating rituals—the stalking, the accidental encounters, the blind dates, the silly gifts, the awkward phone calls, the referrals from friends, the endless Internet chatting. Nor do I have the guts to go online and lie about myself to strange women. And, I fear I’m forever scorched and gun-shy from the Judith disaster. How can one human possess so much meanness? Naomi"
top2015:3851,q03619,"Next door is Partner, a hulking, heavily armed guy who wears black suits and takes me everywhere. Partner is my driver, bodyguard, confidant, paralegal, caddie, and only friend. I earned his loyalty when a jury found him not guilty of killing an undercover narcotics officer. We walked out of the courtroom arm in arm and have been inseparable ever since. On at least two occasions, off-duty cops have tried to kill him. On one occasion, they came after me. We’re still standing. Or perhaps I should say we’re still ducking."
top2015:3851,q03620,"I don’t trust judges. Perhaps it’s the nature of my profession. I like knockouts, not decisions."
top2015:3851,q03621,"I was never a bully and I never started a fight. And I didn’t like to fight, but if the other guy pushed me around, then I hit him back."
top2015:3851,q03622,"though it is painful. I would prefer to sit here all afternoon and throughout the night, just waiting for my little boy to appear and ask, “Where’s my boat?” It is the last place he saw his father. If he’s just lost,"
top2015:3851,q03623,"Plenty of local hacks think they’re famous. They smile from billboards as they beg for your bankruptcy and swagger in television ads as they seem deeply concerned about your personal injuries, but they’re forced to pay for their own publicity."
top2015:3851,q03624,"Fifty feet away, five volunteers waited behind a curtain with high-powered rifles, though only four were loaded. The theory was that none of the five would ever know for sure that he killed a man, and this was somehow suppose to assuage his guilt later in life, in the event that he had a change of heart and became burdened. What a crock! There was a long list of volunteers, all eager to put a bullet dead center in another's man's heart."
top2015:3851,q03625,everything is carefully designed to make people crave the food that looks far more delicious on the walls than on the tables.
top2015:3851,q03626,"The police have the killer. To relieve the enormous pressure on them, and to begin the process of poisoning public opinion, and to establish the presumption of guilt, they are manipulating the press, as always. A leak here and there and cameras show up to capture the face that everyone has been desperate to see. The “journalists” chase their tails,"
top2015:3851,q03627,"I can’t stop them. Maybe I can embarrass them from time to time, cost the City some money, but what they’re doing here is happening everywhere. We live in a police state and everybody supports the cops."
top2015:3851,q03628,"One is wearing a uniform of green-and-gray camouflage, as if he were hunting deer in the woods. The other is wearing a uniform of brown-and-beige camouflage, as if he were hunting insurgents in the desert. These two clowns are standing in the driveway of a suburban home, about fifteen minutes from downtown, in a well-developed city of a million people, and they’re wearing camouflage. The sad and scary thing about this image is that these guys have no idea how stupid they look. Instead, they’re proud, arrogant. They’re on display, tough guys fighting bad guys. One of their brethren has been hit, wounded, fallen in the line of duty, and they’re pissed about it. They scowl at the neighbors across the street. One wrong word, and they might start shooting. Their fingers are on the triggers."
top2015:3851,q03629,"I sued the City for “excessive force” and got a million bucks. Not one dime of which, by the way, came out of the pockets of the cops who planned the raid. As always, it came from the taxpayers. The criminal charges against Sonny were later dismissed, so the raid was a complete waste of time, money, and energy."
top2015:3851,q03630,"So why did I burn so much clock today? To hold them accountable. To scare the hell out of them with the scenario that they—prosecutor and judge, duly elected by the locals—could screw up the most sensational case this backwater hick town has ever seen. To collect ammunition for the appeal. And, to make them respect me."
top2015:3851,q03631,"When the State, with its limitless resources, commences a fraudulent case and cheats at every turn, then cheating is legitimized. There is no level playing field. There is no fairness. The only honorable alternative for a lawyer fighting to save an innocent client is to cheat in defense."
top2015:3851,q03632,"by the boats in the harbor. What else would you like to know?” “You plan to keep him tomorrow night?” “I get thirty-six hours, once a month. That’s 9:00 a.m. tomorrow until 9:00 p.m. Sunday. Do the math. It’s not that complicated.” The waiter pops in to"
top2015:3851,q03633,"everyone felt some measure of relief. Drug trafficking was dealt a severe blow, though"
top2015:3851,q03634,"Unit Nine is far away from the other units, with enough chain link and razor wire around it to stop Ike on the beaches of Normandy."
top2015:3851,q03635,I’ve learned to bite my tongue. My tongue has scars.
top2015:3851,q03636,"place to play, and then build the clubhouse,"
top2015:3851,q03637,"The road to justice is filled with barriers and land mines, most of them created by men and women who claim to be seeking justice."
