sample_id,stratum,title,author,year,gr_ratings,resolve_confidence,n_quotes,n_dialogue,n_gnomic,n_event,n_past,n_present,pct_present,label,needs_review
b0361,2016,THE BLACK WIDOW,Daniel Silva,2016,38702,high,25,4,7,14,14,0,0.0,PAST,
