sample_id,stratum,title,author,year,isbn,gr_book_id,gr_work_id,gr_title,gr_author,gr_year,gr_ratings,resolve_method,resolve_confidence,resolve_notes,pages_fetched,quotes_raw,quotes_dedup,fetched_at
top1976:4148,top1976,SLEEPING MURDER,Agatha Christie,1976,0396073735,16300,739878,Sleeping Murder,Agatha Christie,1976,55234,isbn,high,,1,12,10,2026-08-13T21:33:57
top1977:2363,top1977,ILLUSIONS,Richard Bach,1977,0440043182,29946,30365,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,1977,67440,isbn,high,,2,59,47,2026-08-13T21:33:57
top1977:6308,top1977,THE SILMARILLION,J.R.R. Tolkien,1977,0395257301,7332,4733799,The Silmarillion,J.R.R. Tolkien,1977,347618,isbn,high,,4,120,95,2026-08-13T21:33:57
top1977:6511,top1977,THE THORN BIRDS,Colleen McCullough,1977,,3412,816449,The Thorn Birds,Colleen McCullough,1977,369599,title_author,high,,3,89,50,2026-08-13T21:33:57
top1978:7166,top1978,WAR AND REMEMBRANCE,Herman Wouk,1978,,143021454,1936731,War and Remembrance (Wwii) by Herman Wouk,Herman Wouk,1971,60281,title_author,medium,year_off(1971vs1978),1,28,25,2026-08-13T21:33:57
top1978:1023,top1978,CHESAPEAKE,James A. Michener,1978,0394500792,12661,1200992,Chesapeake,James A. Michener,1978,27798,isbn,high,,1,16,16,2026-08-13T21:33:57
top1978:1664,top1978,EVERGREEN,Belva Plain,1978,044002661X,182496,1279777,Evergreen,Belva Plain,1978,28091,isbn,high,,1,1,1,2026-08-13T21:33:57
top1979:4218,top1979,SOPHIE'S CHOICE,William Styron,1979,0394461096,228560,2912834,Sophie's Choice,William Styron,1979,95424,isbn,high,,2,58,51,2026-08-13T21:33:57
top1979:5777,top1979,THE MATARESE CIRCLE,Robert Ludlum,1979,0399900438,31231,2254814,The Matarese Circle,Robert Ludlum,1979,42484,isbn,high,,1,4,4,2026-08-13T21:33:57
top1979:6507,top1979,THE THIRD WORLD WAR: August 1985,General Sir John Hackett and Other Top-ranking NATO Generals and Advisors,1979,,136171229,1365663,The Third World War August 1985,General Sir John Hackett & other Top-Ranking NATO Generals & Advisors,1978,2298,title_author,high,,0,0,0,2026-08-13T21:33:57
top1980:3696,top1980,RAGE OF ANGELS,Sidney Sheldon,1980,0688036872,43328,1475717,Rage of Angels,Sidney Sheldon,1980,41334,isbn,high,,1,14,13,2026-08-13T21:33:57
top1980:4897,top1980,THE COVENANT,James A. Michener,1980,0394505050,12663,1017593,The Covenant: A Novel,James A. Michener,1980,22176,isbn,high,,1,21,19,2026-08-13T21:33:57
top1980:3621,top1980,PRINCESS DAISY,Judith Krantz,1980,0517536064,56893,900492,Princess Daisy,Judith Krantz,1980,4747,isbn,high,,1,4,4,2026-08-13T21:33:57
top1981:3278,top1981,NOBLE HOUSE,James Clavell,1981,0440064562,390711,1486259,Noble House,James Clavell,1981,43222,isbn,high,,2,48,45,2026-08-13T21:33:57
top1981:2036,top1981,GORKY PARK,Martin Cruz Smith,1981,0394517482,762806,90322,Gorky Park,Martin Cruz Smith,1981,70811,isbn,high,,2,32,29,2026-08-13T21:33:57
top1981:2921,top1981,MASQUERADE,Kit Williams,1981,,137610744,1120802,MASQUERADE by Kit Williams,Kit Williams,1979,981,title_author,high,,1,1,1,2026-08-13T21:33:57
top1982:6595,top1982,THE VALLEY OF HORSES,Jean M. Auel,1982,,40493,630903,The Valley of Horses,Jean M. Auel,1982,98172,title_author,high,,1,29,25,2026-08-13T21:33:57
top1982:5974,top1982,THE PARSIFAL MOSAIC,Robert Ludlum,1982,0394521110,251823,244020,The Parsifal Mosaic,Robert Ludlum,1980,8701,isbn,high,,0,0,0,2026-08-13T21:33:57
top1982:4231,top1982,SPACE,James A. Michener,1982,0394505557,644949,1360492,Space,James A. Michener,1982,7214,isbn,high,,1,17,16,2026-08-13T21:33:57
top1983:5851,top1983,THE NAME OF THE ROSE,Umberto Eco,1983,0151446474,119073,3138328,The Name of the Rose,Umberto Eco,1980,405384,isbn,high,,1,29,25,2026-08-13T21:33:57
top1983:3550,top1983,POLAND,James A. Michener,1983,0394531892,769896,892330,Poland,James A. Michener,1983,12293,isbn,high,,1,22,18,2026-08-13T21:33:57
top1983:7278,top1983,WHO KILLED THE ROBINS FAMILY?,Thomas Chastain,1983,,123976047,145375929,who killed the robins family,thomas (created by bill adler) chastain,1983,0,title_author,medium,low_ratings,0,0,0,2026-08-13T21:33:57
top1984:4746,top1984,THE BUTTER BATTLE BOOK,Dr. Seuss,1984,0394867165,275325,218092,The BUTTER BATTLE BOOK.,Dr. Seuss,1984,14713,isbn,high,,0,0,0,2026-08-13T21:33:57
top1984:9,top1984,"''. . . AND LADIES OF THE CLUB,''",Helen Hooven Santmyer,1984,,576666,1480967,...And Ladies of the Club,Helen Hooven Santmyer,1982,13253,title_author,high,,1,7,7,2026-08-13T21:33:57
top1984:4564,top1984,THE AQUITAINE PROGRESSION,Robert Ludlum,1984,0394536746,31268,680939,The Aquitaine Progression,Robert Ludlum,1984,20286,isbn,high,,1,5,5,2026-08-13T21:33:57
top1985:2624,top1985,LAKE WOBEGON DAYS,Garrison Keillor,1985,0670805149,77244,897867,Lake Wobegon Days,Garrison Keillor,1985,8610,isbn,high,,1,15,14,2026-08-13T21:33:57
top1985:5744,top1985,THE MAMMOTH HUNTERS,Jean M. Auel,1985,0517556278,49824,927520,The Mammoth Hunters,Jean M. Auel,1985,79265,isbn,high,,1,29,20,2026-08-13T21:33:57
top1985:2361,top1985,IF TOMORROW COMES,Sidney Sheldon,1985,0688042171,14554,1742291,If Tomorrow Comes,Sidney Sheldon,1985,71713,isbn,high,,1,17,15,2026-08-13T21:33:57
top1986:3741,top1986,RED STORM RISING,Tom Clancy,1986,0399131493,318525,5054712,Red Storm Rising,Tom Clancy,1986,86039,isbn,high,,1,27,26,2026-08-13T21:33:57
top1986:6051,top1986,THE PRINCE OF TIDES,Pat Conroy,1986,0395353009,16735,1312477,The Prince of Tides,Pat Conroy,1986,220700,isbn,high,,4,120,101,2026-08-13T21:33:57
top1986:2466,top1986,IT,Stephen King,1986,0670813028,830502,150259,It,Stephen King,1986,1313706,isbn,high,,1,27,24,2026-08-13T21:33:57
top1987:4679,top1987,THE BONFIRE OF THE VANITIES,Tom Wolfe,1987,0374115346,2666,1080201,The Bonfire of the Vanities,Tom Wolfe,1987,89188,isbn,high,,1,27,23,2026-08-13T21:33:57
top1987:3600,top1987,PRESUMED INNOCENT,Scott Turow,1987,0374237131,425029,7732,Presumed Innocent,Scott Turow,1987,128319,isbn,high,,1,7,7,2026-08-13T21:33:57
top1987:3480,top1987,PATRIOT GAMES,Tom Clancy,1987,0399132414,32682,5054702,Patriot Games,Tom Clancy,1987,215986,isbn,high,,1,20,20,2026-08-13T21:33:57
top1988:6278,top1988,THE SHELL SEEKERS,Rosamunde Pilcher,1988,0312010583,37095,517040,The Shell Seekers,Rosamunde Pilcher,1987,126337,isbn,high,,2,57,49,2026-08-13T21:33:57
top1988:4759,top1988,THE CARDINAL OF THE KREMLIN,Tom Clancy,1988,0399133453,382549,17028815,The Cardinal of the Kremlin,Tom Clancy,1988,61960,isbn,high,,1,16,14,2026-08-13T21:33:57
top1988:2809,top1988,LOVE IN THE TIME OF CHOLERA,Gabriel Garcia Marquez,1988,0394561619,,,,,,0,failed,review,no_candidate,0,0,0,2026-08-13T21:33:57
top1989:1079,top1989,CLEAR AND PRESENT DANGER,Tom Clancy,1989,0399134409,32669,5054704,Clear and Present Danger,Tom Clancy,1989,145368,isbn,high,,1,21,20,2026-08-13T21:33:57
top1989:5515,top1989,THE JOY LUCK CLUB,Amy Tan,1989,0399134204,7763,1955658,The Joy Luck Club,Amy Tan,1989,717567,isbn,high,,4,120,96,2026-08-13T21:33:57
top1989:4438,top1989,TALES FROM MARGARITAVILLE,Jimmy Buffett,1989,0151879834,42818,42283,Tales from Margaritaville: Fictional Facts and Factual Fictions,Jimmy Buffett,1989,3538,isbn,high,,1,2,2,2026-08-13T21:33:57
top1990:3343,top1990,"OH, THE PLACES YOU'LL GO!",Dr. Seuss,1990,0679805273,191139,2125304,"Oh, the Places You’ll Go!",Dr. Seuss,1990,450421,isbn,high,,1,29,21,2026-08-13T21:33:57
top1990:4734,top1990,THE BURDEN OF PROOF,Scott Turow,1990,0374117349,4035,1732833,The Burden of Proof,Scott Turow,1990,40805,isbn,high,,1,3,3,2026-08-13T21:33:57
top1990:6019,top1990,THE PLAINS OF PASSAGE,Jean M. Auel,1990,0517580497,74389,1377315,The Plains of Passage,Jean M. Auel,1990,63155,isbn,high,,1,15,14,2026-08-13T21:33:57
top1991:5144,top1991,THE FIRM,John Grisham,1991,0385416342,452235,220589870,The Firm,John Grisham,1991,123481,isbn,high,,1,15,13,2026-08-13T21:33:57
top1991:3945,top1991,SCARLETT,Alexandra Ripley,1991,0446515078,73062,2103634,Scarlett,Alexandra Ripley,1991,69966,isbn,high,,2,58,49,2026-08-13T21:33:57
top1991:6426,top1991,THE SUM OF ALL FEARS,Tom Clancy,1991,,34993,5054706,The Sum of All Fears,Tom Clancy,1991,67764,title_author,high,,1,20,18,2026-08-13T21:33:57
top1992:4723,top1992,THE BRIDGES OF MADISON COUNTY,Robert James Waller,1992,044651652X,83674,3338995,The Bridges of Madison County,Robert James Waller,1992,109782,isbn,high,,4,102,55,2026-08-13T21:33:57
top1992:5993,top1992,THE PELICAN BRIEF,John Grisham,1992,0385421982,32499,490324,The Pelican Brief,John Grisham,1992,453483,isbn,high,,1,2,2,2026-08-13T21:33:57
top1992:2060,top1992,GRIFFIN & SABINE,Nick Bantock,1992,,381102,981140,Griffin & Sabine,Nick Bantock,1991,77964,title_author,high,,1,7,4,2026-08-13T21:33:57
top1993:2712,top1993,LIKE WATER FOR CHOCOLATE,Laura Esquivel,1993,0385420161,6952,1172473,Like Water for Chocolate,Laura Esquivel,1989,404271,isbn,medium,year_off(1989vs1993),4,118,25,2026-08-13T21:33:57
top1993:4852,top1993,THE CLIENT,John Grisham,1993,038542471X,5359,137715,The Client,John Grisham,1993,467594,isbn,high,,1,27,23,2026-08-13T21:33:57
top1993:7344,top1993,WITHOUT REMORSE,Tom Clancy,1993,,134099066,5054709,Without Remorse by Tom Clancy,Tom Clancy,1993,78241,title_author,high,,2,32,30,2026-08-13T21:33:57
top1994:4796,top1994,THE CELESTINE PROPHECY,James Redfield,1994,044651862X,50063639,2603195,The Celestine Prophecy,James Redfield,1993,125231,isbn,high,,1,29,27,2026-08-13T21:33:57
top1994:3555,top1994,POLITICALLY CORRECT BEDTIME STORIES,James Finn Garner,1994,002542730X,132380,127514,Politically Correct Bedtime Stories,James Finn Garner,1994,8511,isbn,high,,1,11,11,2026-08-13T21:33:57
top1994:3132,top1994,MUTANT MESSAGE DOWN UNDER,Marlo Morgan,1994,0060171928,32349,3289577,Mutant Message Down Under,Marlo Morgan,1990,24258,isbn,medium,year_off(1990vs1994),1,27,16,2026-08-13T21:33:57
top1995:5413,top1995,THE HORSE WHISPERER,Nicholas Evans,1995,0385315236,479415,467825,The Horse Whisperer,Nicholas Evans,1995,62635,isbn,high,,1,19,14,2026-08-13T21:33:57
top1995:4830,top1995,THE CHRISTMAS BOX,Richard Paul Evans,1995,0684814994,161361,2493019,The Christmas Box,Richard Paul Evans,1993,33527,isbn,high,,1,6,6,2026-08-13T21:33:57
top1995:6096,top1995,THE RAINMAKER,John Grisham,1995,038542471X,5359,137715,The Client,John Grisham,1993,467594,isbn,high,,1,27,23,2026-08-13T21:33:57
