sample_id,stratum,title,author,year,isbn,gr_book_id,gr_work_id,gr_title,gr_author,gr_year,gr_ratings,resolve_method,resolve_confidence,resolve_notes,pages_fetched,quotes_raw,quotes_dedup,fetched_at
top1969:5279,top1969,THE GODFATHER,Mario Puzo,1969,0399103422,22034,266624,The Godfather,Mario Puzo,1969,476785,isbn,high,,2,59,50,2026-08-13T21:33:57
top1969:5206,top1969,THE FRENCH LIEUTENANT'S WOMAN,John Fowles,1969,9780316291163,56034,1816464,The French Lieutenant's Woman,John Fowles,1969,56416,isbn,high,,2,59,49,2026-08-13T21:33:57
top1969:3566,top1969,PORTNOY'S COMPLAINT,Philip Roth,1969,0679756450,43945,911489,Portnoy's Complaint,Philip Roth,1969,75557,isbn,high,,3,72,53,2026-08-13T21:33:57
top1970:2816,top1970,LOVE STORY,Erich Segal,1970,9780380017607,73968,816372,Love Story,Erich Segal,1969,65317,isbn,high,,1,27,22,2026-08-13T21:33:57
top1970:3671,top1970,QB VII,Leon Uris,1970,,426825,69653,QB VII,Leon Uris,1970,30652,title_author,high,,1,9,9,2026-08-13T21:33:57
top1970:4911,top1970,THE CRYSTAL CAVE,Mary Stewart,1970,9780060548254,82192,1864677,The Crystal Cave,Mary Stewart,1970,49156,isbn,high,,1,20,19,2026-08-13T21:33:57
top1971:6709,top1971,THE WINDS OF WAR,Herman Wouk,1971,,21484,1936731,The Winds of War,Herman Wouk,1971,60280,title_author,high,,1,28,25,2026-08-13T21:33:57
top1971:5081,top1971,THE EXORCIST,William Peter Blatty,1971,0060103655,179780,1945267,The Exorcist,William Peter Blatty,1971,281140,isbn,high,,2,59,49,2026-08-13T21:33:57
top1971:4939,top1971,THE DAY OF THE JACKAL,Frederick Forsyth,1971,0670259365,540020,1792180,The Day of the Jackal,Frederick Forsyth,1971,149006,isbn,high,,1,16,15,2026-08-13T21:33:57
top1972:2501,top1972,JONATHAN LIVINGSTON SEAGULL,Richard Bach,1972,0743278909,71728,1743336,Jonathan Livingston Seagull,Richard Bach,1970,278692,isbn,high,,1,28,23,2026-08-13T21:33:57
top1972:5914,top1972,THE ODESSA FILE,Frederick Forsyth,1972,067052042X,149572,1274575,The Odessa File,Frederick Forsyth,1972,65110,isbn,high,,1,19,14,2026-08-13T21:33:57
top1972:6743,top1972,THE WORD,Irving Wallace,1972,,551931,539171,The Word,Irving Wallace,1972,1694,title_author,high,,1,1,1,2026-08-13T21:33:57
top1973:886,top1973,BURR,Gore Vidal,1973,,150293882,1702196,Burr by Gore Vidal,Gore Vidal,1973,10896,title_author,high,,2,49,45,2026-08-13T21:33:57
top1973:3369,top1973,ONCE IS NOT ENOUGH,Jacqueline Susann,1973,0688001564,131155,1030327,Once Is Not Enough,Jacqueline Susann,1973,8513,isbn,high,,0,0,0,2026-08-13T21:33:57
top1973:5401,top1973,THE HOLLOW HILLS,Mary Stewart,1973,0688001793,116343,1282681,The Hollow Hills,Mary Stewart,1973,23305,isbn,high,,1,26,25,2026-08-13T21:33:57
top1974:982,top1974,CENTENNIAL,James Michener.,1974,,133430,14948,Centennial,James A. Michener,1974,45682,title_author,high,,1,15,15,2026-08-13T21:33:57
top1974:2482,top1974,JAWS,Peter Benchley,1974,0385047711,126232,2318370,Jaws,Peter Benchley,1974,184451,isbn,high,,2,47,37,2026-08-13T21:33:57
top1974:6874,top1974,"TINKER, TAILOR, SOLDIER, SPY",John le Carré,1974,,10073506,2491780,"Tinker, Tailor, Soldier, Spy",John le Carré,1974,109625,title_author,high,,4,120,104,2026-08-13T21:33:57
top1975:3699,top1975,RAGTIME,E. L. Doctorow,1975,0394469011,175675,551195,Ragtime,E.L. Doctorow,1975,48032,isbn,high,,2,40,34,2026-08-13T21:33:57
top1975:5815,top1975,THE MONEYCHANGERS,Arthur Hailey,1975,9780385008969,124923,120315,The Moneychangers,Arthur Hailey,1975,5775,isbn,high,,1,2,2,2026-08-13T21:33:57
top1975:2769,top1975,LOOKING FOR MR. GOODBAR,Judith Rossner,1975,067122025X,166982,161255,Looking for Mr. Goodbar,Judith Rossner,1975,6884,isbn,high,,1,9,9,2026-08-13T21:33:57
top1976:6971,top1976,TRINITY,Leon Uris,1976,,42696,363317,Trinity,Leon Uris,1976,25837,title_author,high,,1,27,25,2026-08-13T21:33:57
top1976:4899,top1976,THE CRASH OF '79,Paul E. Erdman,1976,,67264,65228,The Crash of '79,Paul Emil Erdman,1976,520,title_author,high,,0,0,0,2026-08-13T21:33:57
