sample_id,cohort,year,title,author,source_books_file,gr_book_id,gr_work_id,gr_title,work_page_title,book_title_status,work_title_status,duplicate_work_id,verdict,reason
top2007:4507,hist,2007,THE 6TH TARGET,James Patterson and Maxine Paetro,books_topn5_1996_2015_to10.csv,13131,15302,The 6th Target,The 6th Target,pass,pass,,pass,
top2007:4699,hist,2007,THE BOURNE BETRAYAL,Eric Van Lustbader,books_topn5_1996_2015_to10.csv,70087,1173089,The Bourne Betrayal,The Bourne Betrayal,pass,pass,,pass,
top2007:805,hist,2007,BOOK OF THE DEAD,Patricia Cornwell,books_topn5_1996_2015_to10.csv,6526,3602953,Book of the Dead,Book of the Dead,pass,pass,,pass,
top2008:1017,hist,2008,CHASING HARRY WINSTON,Lauren Weisberger,books_topn5_1996_2015_to10.csv,426775,2902978,Chasing Harry Winston,Chasing Harry Winston,pass,pass,,pass,
top2008:164,hist,2008,A MERCY,Toni Morrison,books_topn5_1996_2015_to10.csv,3009435,3039966,A Mercy,A Mercy,pass,pass,,pass,
top2009:1835,hist,2009,FIRST FAMILY,David Baldacci,books_topn5_1996_2015_to10.csv,5509321,5617267,First Family,First Family,pass,pass,,pass,
top2009:1890,hist,2009,FORD COUNTY,John Grisham,books_topn5_1996_2015_to10.csv,6398972,6587666,Ford County,Ford County,pass,pass,,pass,
top2009:4223,hist,2009,SOUTH OF BROAD,Pat Conroy,books_topn5_1996_2015_to10.csv,6135237,6264122,South of Broad,South of Broad,pass,pass,,pass,
top2009:7053,hist,2009,UNDER THE DOME,Stephen King,books_topn5_1996_2015_to10.csv,18528452,35554137,Under the Dome: Part One,Under the Dome,pass,pass,,pass,
top2010:2158,hist,2010,HELL'S CORNER,David Baldacci,books_topn5_1996_2015_to10.csv,8045080,15254849,Hell's Corner,Hell's Corner,pass,pass,,pass,
top2010:2284,hist,2010,HOUSE RULES,Jodi Picoult,books_topn5_1996_2015_to10.csv,6614960,6809039,House Rules,House Rules,pass,pass,,pass,
top2011:3309,hist,2011,NOW YOU SEE HER,James Patterson and Michael Ledwidge,books_topn5_1996_2015_to10.csv,7926569,11240905,Now You See Her,Now You See Her,pass,pass,,pass,
top2011:5131,hist,2011,THE FIFTH WITNESS,Michael Connelly,books_topn5_1996_2015_to10.csv,9681098,14183705,The Fifth Witness,The Fifth Witness,pass,pass,,pass,
top2012:5180,hist,2012,THE FORGOTTEN,David Baldacci,books_topn5_1996_2015_to10.csv,15842230,21412154,The Forgotten,The Forgotten,pass,pass,,pass,
top2013:4475,hist,2013,TENTH OF DECEMBER,George Saunders,books_topn5_1996_2015_to10.csv,13641208,19256026,Tenth of December,Tenth of December,pass,pass,,pass,
top2013:3892,hist,2013,S.,Doug Dorst,books_topn5_1996_2015_to10.csv,7826998,10879824,The Surf Guru: Stories,The Surf Guru,title_mismatch('The Surf Guru: Stories'),title_mismatch('The Surf Guru'),,mismatch,book page: title_mismatch('The Surf Guru: Stories'); work page: title_mismatch('The Surf Guru')
top2013:1127,hist,2013,COMMAND AUTHORITY,Tom Clancy with Mark Greaney,books_topn5_1996_2015_to10.csv,18342283,25897610,Command Authority,Command Authority,pass,pass,,pass,
top2013:1201,hist,2013,CROSS MY HEART,James Patterson,books_topn5_1996_2015_to10.csv,17333277,24064581,Cross My Heart,Cross My Heart,pass,pass,,pass,
top1996:2012,hist,1996,GODS AND GENERALS,Jeff Shaara,books_topn5_1996_2015_to10_more.csv,29925,30342,Gods and Generals,Gods and Generals,pass,pass,,pass,
top1996:2436,hist,1996,INTENSITY,Dean Koontz,books_topn5_1996_2015_to10_more.csv,32439,442737,Intensity,Intensity,pass,pass,,pass,
top1996:967,hist,1996,CAUSE OF DEATH,Patricia Cornwell,books_topn5_1996_2015_to10_more.csv,6541,2408,Cause of Death,Cause of Death,pass,pass,,pass,
top1997:7138,hist,1997,VIOLIN,Anne Rice,books_topn5_1996_2015_to10_more.csv,31333,2925978,Violin,Violin,pass,pass,,pass,
top1997:5778,hist,1997,THE MATARESE COUNTDOWN,Robert Ludlum,books_topn5_1996_2015_to10_more.csv,573202,3246881,The Matarese Countdown,The Matarese Countdown,pass,pass,,pass,
top1997:1762,hist,1997,FAT TUESDAY,Sandra Brown,books_topn5_1996_2015_to10_more.csv,30374,13538690,Fat Tuesday,Fat Tuesday,pass,pass,,pass,
top2000:4665,hist,2000,THE BLUEST EYE,Toni Morrison,books_topn5_1996_2015_to10_more.csv,11337,1987778,The Bluest Eye,The Bluest Eye,pass,pass,,pass,
top2000:1600,hist,2000,EASY PREY,John Sandford,books_topn5_1996_2015_to10_more.csv,6838,1515166,Easy Prey,Easy Prey,pass,pass,,pass,
top2001:1425,hist,2001,DESECRATION,Tim LaHaye and Jerry B. Jenkins,books_topn5_1996_2015_to10_more.csv,421962,1008407,Desecration: An Experience in Sound and Drama,Desecration,pass,pass,,pass,
top2001:3367,hist,2001,ON THE STREET WHERE YOU LIVE,Mary Higgins Clark,books_topn5_1996_2015_to10_more.csv,41490,1080696,On the Street Where You Live,On the Street Where You Live,pass,pass,,pass,
top2002:6281,hist,2002,THE SHELTERS OF STONE,Jean M. Auel,books_topn5_1996_2015_to10_more.csv,46544,2982200,The Shelters of Stone,The Shelters of Stone,pass,pass,,pass,
top2002:5048,hist,2002,THE EMPEROR OF OCEAN PARK,Stephen L. Carter,books_topn5_1996_2015_to10_more.csv,108505,104562,The Emperor of Ocean Park,The Emperor of Ocean Park,pass,pass,,pass,
top2003:4623,hist,2003,THE BIG BAD WOLF,James Patterson,books_topn5_1996_2015_to10_more.csv,6588,1877371,The Big Bad Wolf,The Big Bad Wolf,pass,pass,,pass,
top2003:4054,hist,2003,SHEPHERDS ABIDING,Jan Karon,books_topn5_1996_2015_to10_more.csv,71783,1756312,Shepherds Abiding,Shepherds Abiding,pass,pass,,pass,
top2004:211,hist,2004,A SALTY PIECE OF LAND,Jimmy Buffett,books_topn5_1996_2015_to10_more.csv,196766,2943315,A Salty Piece of Land,A Salty Piece of Land,pass,pass,,pass,
top2005:3787,hist,2005,REVENGE OF THE SITH,Matthew Stover,books_topn5_1996_2015_to10_more.csv,35458,476816,Star Wars: Revenge of the Sith,Star Wars,pass,pass,,pass_alias,The work title Star Wars is shortened; the book page names Revenge of the Sith.
top2005:2241,hist,2005,HONEYMOON,James Patterson and Howard Roughan,books_topn5_1996_2015_to10_more.csv,13147,2172512,Honeymoon,Honeymoon,pass,pass,,pass,
top2005:2603,hist,2005,KNIFE OF DREAMS,Robert Jordan,books_topn5_1996_2015_to10_more.csv,13888,987750,Knife of Dreams,Knife of Dreams,pass,pass,,pass,
top2006:978,hist,2006,CELL,Stephen King,books_topn5_1996_2015_to10_more.csv,10567,3017730,Cell,Cell,pass,pass,,pass,
top2006:6800,hist,2006,THIRTEEN MOONS,Charles Frazier,books_topn5_1996_2015_to10_more.csv,33896,2414732,Thirteen Moons,Thirteen Moons,pass,pass,,pass,
top2006:913,hist,2006,CAN'T WAIT TO GET TO HEAVEN,Fannie Flagg,books_topn5_1996_2015_to10_more.csv,199530,3263283,Can't Wait to Get to Heaven,Can't Wait to Get to Heaven,pass,pass,,pass,
top2007:3544,hist,2007,PLUM LOVIN’,Janet Evanovich,books_topn5_1996_2015_to10_more.csv,6419,1087783,Plum Lovin',Plum Lovin',pass,pass,,pass,
top2009:3884,hist,2009,RUN FOR YOUR LIFE,James Patterson and Michael Ledwidge,books_topn5_1996_2015_to10_more.csv,3188186,3221117,Run for Your Life,Run for Your Life,pass,pass,,pass,
top2009:6983,hist,2009,TRUE BLUE,David Baldacci,books_topn5_1996_2015_to10_more.csv,6528034,6719993,True Blue,True Blue,pass,pass,,pass,
top2011:26,hist,2011,1Q84,Haruki Murakami,books_topn5_1996_2015_to10_more.csv,10357575,18160093,1Q84,1Q84,pass,pass,,pass,
top2013:275,hist,2013,A WEEK IN WINTER,Maeve Binchy,books_topn5_1996_2015_to10_more.csv,15990489,21746515,A Week in Winter,A Week in Winter,pass,pass,,pass,
top2013:5397,hist,2013,THE HIT,David Baldacci,books_topn5_1996_2015_to10_more.csv,15791154,21512735,The Hit,The Hit,pass,pass,,pass,
top1997:6930,hist,1997,TOTAL CONTROL,David Baldacci,books_topn5_1996_2015_to10_final.csv,226791,3181762,Total Control,Total Control,pass,pass,,pass,
top1997:1659,hist,1997,EVENING CLASS,Maeve Binchy,books_topn5_1996_2015_to10_final.csv,41967,1004459,Evening Class,Evening Class,pass,pass,,pass,
top2000:1173,hist,2000,CRADLE AND ALL,James Patterson,books_topn5_1996_2015_to10_final.csv,5575,3035972,Cradle and All,Cradle and All,pass,pass,,pass,
top2000:2969,hist,2000,MERRICK,Anne Rice,books_topn5_1996_2015_to10_final.csv,43781,2925968,Merrick,Merrick,pass,pass,,pass,
top2001:4403,hist,2001,SUZANNE'S DIARY FOR NICHOLAS,James Patterson,books_topn5_1996_2015_to10_final.csv,7494,141228,Suzanne's Diary for Nicholas,Suzanne's Diary for Nicholas,pass,pass,,pass,
top2001:87,hist,2001,A DAY LATE AND A DOLLAR SHORT,Terry McMillan,books_topn5_1996_2015_to10_final.csv,122209,1213972,A Day Late and a Dollar Short,A Day Late and a Dollar Short,pass,pass,,pass,
top2003:4932,hist,2003,THE DARK TOWER: Volumes 1-5,Stephen King,books_topn5_1996_2015_to10_final.csv,,,,,missing_title,missing_title,,unmapped,no Goodreads work ID
top2003:2497,hist,2003,JOHNNY ANGEL,Danielle Steel,books_topn5_1996_2015_to10_final.csv,82795,1912772,Johnny Angel,Johnny Angel,pass,pass,,pass,
top2002:2318,hist,2002,I DON'T KNOW HOW SHE DOES IT,Allison Pearson,books_topn5_1996_2015_to10_final.csv,39045,2101859,I Don't Know How She Does It,I Don't Know How She Does It,pass,pass,,pass,
top2002:480,hist,2002,ANSWERED PRAYERS,Danielle Steel,books_topn5_1996_2015_to10_final.csv,59879,1450751,Answered Prayers,Answered Prayers,pass,pass,,pass,
top2004:2502,hist,2004,JONATHAN STRANGE & MR. NORRELL,Susanna Clarke,books_topn5_1996_2015_to10_final.csv,7221800,21833625,"Jonathan Strange & Mr. Norrell, Jilid II","Jonathan Strange & Mr. Norrell, Jilid II","title_mismatch('Jonathan Strange & Mr. Norrell, Jilid II')","title_mismatch('Jonathan Strange & Mr. Norrell, Jilid II')",,mismatch,"book page: title_mismatch('Jonathan Strange & Mr. Norrell, Jilid II'); work page: title_mismatch('Jonathan Strange & Mr. Norrell, Jilid II')"
top2005:2703,hist,2005,LIGHT FROM HEAVEN,Jan Karon,books_topn5_1996_2015_to10_final.csv,78673,41601630,Light from Heaven,Light from Heaven,pass,pass,,pass,
top2005:3596,hist,2005,PREP,Curtis Sittenfeld,books_topn5_1996_2015_to10_final.csv,9844,2317177,Prep,Prep,pass,pass,,pass,
top1997:1013,hist,1997,CHASING CEZANNE,Peter Mayle,books_topn5_1996_2015_to10_round3.csv,40191,245911,Chasing Cezanne,Chasing Cezanne,pass,pass,,pass,
top2001:5148,hist,2001,THE FIRST COUNSEL,Brad Meltzer,books_topn5_1996_2015_to10_round3.csv,512314,500291,The First Counsel,The First Counsel,pass,pass,,pass,
top2001:4620,hist,2001,THE BEST-LOVED POEMS OF JACQUELINE KENNEDY ONASSIS,selected by Caroline Kennedy,books_topn5_1996_2015_to10_round3.csv,,,,,missing_title,missing_title,,unmapped,no Goodreads work ID
top2002:5797,hist,2002,THE MILLIONAIRES,Brad Meltzer,books_topn5_1996_2015_to10_round3.csv,85319,2705389,The Millionaires,The Millionaires,pass,pass,,pass,
top2002:597,hist,2002,BASKET CASE,Carl Hiaasen,books_topn5_1996_2015_to10_round3.csv,13063,25591382,Basket Case,Basket Case,pass,pass,,pass,
top2003:6898,hist,2003,TO THE NINES,Janet Evanovich,books_topn5_1996_2015_to10_round3.csv,40331,826485,To the Nines,To the Nines,pass,pass,,pass,
top2004:3210,hist,2004,NIGHT FALL,Nelson DeMille,books_topn5_1996_2015_to10_round3.csv,40940631,706023,Night Fall,Night Fall,pass,pass,,pass,
top1997:2256,hist,1997,HORNET'S NEST,Patricia Cornwell,books_topn5_1996_2015_to10_round4.csv,392217,1434181,Hornet's Nest,Hornet's Nest,pass,pass,,pass,
top1997:1110,hist,1997,COMANCHE MOON,Larry McMurtry,books_topn5_1996_2015_to10_round4.csv,54807,1167241,Comanche Moon,Comanche Moon,pass,pass,,pass,
top1997:4187,hist,1997,SOLE SURVIVOR,Dean Koontz,books_topn5_1996_2015_to10_round4.csv,16431,2925779,Sole Survivor,Sole Survivor,pass,pass,,pass,
top2001:5812,hist,2001,THE MITFORD SNOWMEN,Jan Karon,books_topn5_1996_2015_to10_round4.csv,112876,108684,The Mitford Snowmen,The Mitford Snowmen,pass,pass,,pass,
top2001:1940,hist,2001,FROM THE CORNER OF HIS EYE,Dean Koontz,books_topn5_1996_2015_to10_round4.csv,65948,1775449,From the Corner of His Eye,From the Corner of His Eye,pass,pass,,pass,
top2001:2654,hist,2001,LEAP OF FAITH,Danielle Steel,books_topn5_1996_2015_to10_round4.csv,780368,1036916,Leap of Faith,Leap of Faith,pass,pass,,pass,
top2001:5199,hist,2001,THE FOURTH HAND,John Irving,books_topn5_1996_2015_to10_round5.csv,4656,1137643,The Fourth Hand,The Fourth Hand,pass,pass,,pass,
top2001:5550,hist,2001,THE KISS,Danielle Steel,books_topn5_1996_2015_to10_round5.csv,891081,1036938,The Kiss,The Kiss,pass,pass,,pass,
top2001:73,hist,2001,A COMMON LIFE,Jan Karon,books_topn5_1996_2015_to10_round5.csv,71785,1009145,A Common Life: The Wedding Story,A Common Life,pass,pass,,pass,
top2002:3789,hist,2002,REVERSIBLE ERRORS,Scott Turow,books_topn5_1996_2015_to10_round5.csv,4681,1441628,Reversible Errors,Reversible Errors,pass,pass,,pass,
top2002:4992,hist,2002,THE DIVE FROM CLAUSEN'S PIER,Ann Packer,books_topn5_1996_2015_to10_round5.csv,16059,1617177,The Dive From Clausen's Pier,The Dive from Clausen's Pier,pass,pass,,pass,
top2002:1235,hist,2002,DADDY'S LITTLE GIRL,Mary Higgins Clark,books_topn5_1996_2015_to10_round5.csv,170618,3013598,Daddy's Little Girl,Daddy's Little Girl,pass,pass,,pass,
top2001:2636,hist,2001,LAST MAN STANDING,David Baldacci,books_topn5_1996_2015_to10_round6.csv,14839,3238533,Last Man Standing,Last Man Standing,pass,pass,,pass,
top2001:6295,hist,2001,THE SIGMA PROTOCOL,Robert Ludlum,books_topn5_1996_2015_to10_round6.csv,31260,2470112,The Sigma Protocol,The Sigma Protocol,pass,pass,,pass,
top2001:1369,hist,2001,DEATH IN HOLY ORDERS,P. D. James,books_topn5_1996_2015_to10_round6.csv,3825,728749,Death In Holy Orders,Death in Holy Orders,pass,pass,,pass,
top2002:7083,hist,2002,UP COUNTRY,Nelson DeMille,books_topn5_1996_2015_to10_round6.csv,33820,3343186,Up Country,Up Country,pass,pass,,pass,
top2002:4837,hist,2002,THE CHRISTMAS TRAIN,David Baldacci,books_topn5_1996_2015_to10_round6.csv,126185,3181772,The Christmas Train,The Christmas Train,pass,pass,,pass,
top2002:735,hist,2002,BLESSINGS,Anna Quindlen,books_topn5_1996_2015_to10_round6.csv,77477,1121880,Blessings,Blessings,pass,pass,,pass,
top2001:3943,hist,2001,SCARLET FEATHER,Maeve Binchy,books_topn5_1996_2015_to10_round7.csv,41951,3154658,Scarlet Feather,Scarlet Feather,pass,pass,,pass,
top2001:3158,hist,2001,MYSTIC RIVER,Dennis Lehane,books_topn5_1996_2015_to10_round7.csv,21671,1234249,Mystic River,Mystic River,pass,pass,,pass,
