sample_id,cohort,year,title,author,source_books_file,gr_book_id,gr_work_id,gr_title,work_page_title,book_title_status,work_title_status,duplicate_work_id,verdict,reason
top2012:6524,hist,2012,THE TIME KEEPER,Mitch Albom,books_topn5_1996_2016.csv,144504293,19426990,The Time Keeper by Mitch Albom,The Time Keeper,pass,pass,,pass,
top2012:901,hist,2012,CALICO JOE,John Grisham,books_topn5_1996_2016.csv,136826368,18245549,Calico Joe by John Grisham (3-Jan-2013) Paperback,Calico Joe,pass,pass,,pass,
top2013:5300,hist,2013,THE GOLDFINCH,Donna Tartt,books_topn5_1996_2016.csv,17333223,24065147,The Goldfinch,The Goldfinch,pass,pass,,pass,
top2013:2418,hist,2013,INFERNO,Dan Brown,books_topn5_1996_2016.csv,17212231,23841765,Inferno,Inferno,pass,pass,,pass,
top2013:5452,hist,2013,THE HUSBAND'S SECRET,Liane Moriarty,books_topn5_1996_2016.csv,17802724,23986788,The Husband's Secret,The Husband's Secret,pass,pass,,pass,
top2013:455,hist,2013,AND THE MOUNTAINS ECHOED,Khaled Hosseini,books_topn5_1996_2016.csv,16115612,21933087,And the Mountains Echoed,And the Mountains Echoed,pass,pass,,pass,
top2013:4426,hist,2013,SYCAMORE ROW,John Grisham,books_topn5_1996_2016.csv,17288661,25046757,Sycamore Row,Sycamore Row,pass,pass,,pass,
top2014:381,hist,2014,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,books_topn5_1996_2016.csv,18143977,25491300,All the Light We Cannot See,All the Light We Cannot See,pass,pass,,pass,
top2014:5485,hist,2014,THE INVENTION OF WINGS,Sue Monk Kidd,books_topn5_1996_2016.csv,18079776,25387072,The Invention of Wings,The Invention of Wings,pass,pass,,pass,
top2014:2048,hist,2014,GRAY MOUNTAIN,John Grisham,books_topn5_1996_2016.csv,20707959,40030582,Gray Mountain,Gray Mountain,pass,pass,,pass,
top2014:1609,hist,2014,EDGE OF ETERNITY,Ken Follett,books_topn5_1996_2016.csv,23190986,25660399,Edge of Eternity,Edge of Eternity,pass,pass,,pass,
top2014:691,hist,2014,BIG LITTLE LIES,Liane Moriarty,books_topn5_1996_2016.csv,33516773,27570886,Big Little Lies,Big Little Lies,pass,pass,,pass,
top2015:5895,hist,2015,THE NIGHTINGALE,Kristin Hannah,books_topn5_1996_2016.csv,21853621,41125521,The Nightingale,The Nightingale,pass,pass,,pass,
top2015:5251,hist,2015,THE GIRL ON THE TRAIN,Paula Hawkins,books_topn5_1996_2016.csv,22557272,41107568,The Girl on the Train,The Girl on the Train,pass,pass,,pass,
top2015:2000,hist,2015,GO SET A WATCHMAN,Harper Lee,books_topn5_1996_2016.csv,24817626,44458285,Go Set a Watchman,Go Set a Watchman,pass,pass,,pass,
top2015:330,hist,2015,AFTER YOU,Jojo Moyes,books_topn5_1996_2016.csv,27774596,44693518,After You,After You,pass,pass,,pass,
top2015:3851,hist,2015,ROGUE LAWYER,John Grisham,books_topn5_1996_2016.csv,25387351,45137948,Rogue Lawyer,Rogue Lawyer,pass,pass,,pass,
top1996:6484,hist,1996,THE TENTH INSIGHT,James Redfield,books_topn5_more_1996_2015.csv,13105,2591755,The Tenth Insight: Holding the Vision,The Tenth Insight,pass,pass,,pass,
top1996:6178,hist,1996,THE RUNAWAY JURY,John Grisham,books_topn5_more_1996_2015.csv,24192,1022176,The Runaway Jury,The Runaway Jury,pass,pass,,pass,
top1996:2287,hist,1996,HOW STELLA GOT HER GROOVE BACK,Terry McMillan,books_topn5_more_1996_2015.csv,122205,558576,How Stella Got Her Groove Back,How Stella Got Her Groove Back,pass,pass,,pass,
top1996:3056,hist,1996,MOONLIGHT BECOMES YOU,Mary Higgins Clark,books_topn5_more_1996_2015.csv,237114,1492888,Moonlight Becomes You,Moonlight Becomes You,pass,pass,,pass,
top1996:349,hist,1996,AIRFRAME,Michael Crichton,books_topn5_more_1996_2015.csv,7667,997270,Airframe,Airframe,pass,pass,,pass,
top1997:2746,hist,1997,LONDON,Edward Rutherfurd,books_topn5_more_1996_2015.csv,12407442,3139753,London,London,pass,pass,,pass,
top1997:7085,hist,1997,UP ISLAND,Anne Rivers Siddons,books_topn5_more_1996_2015.csv,104218,260422,Up Island,Up Island,pass,pass,,pass,
top1997:4239,hist,1997,SPECIAL DELIVERY,Danielle Steel,books_topn5_more_1996_2015.csv,59839,1050581,Special Delivery,Special Delivery,pass,pass,,pass,
top1997:5647,hist,1997,THE LETTER,Richard Paul Evans,books_topn5_more_1996_2015.csv,199796,2918712,The Letter,The Letter,pass,pass,,pass,
top1997:3602,hist,1997,PRETEND YOU DON'T SEE HER,Mary Higgins Clark,books_topn5_more_1996_2015.csv,43357,1493470,Pretend You Don't See Her,Pretend You Don't See Her,pass,pass,,pass,
top1998:4378,hist,1998,SUMMER SISTERS,Judy Blume,books_topn5_more_1996_2015.csv,57233514,2055065,Summer Sisters,Summer Sisters,pass,pass,,pass,
top1998:276,hist,1998,A WIDOW FOR ONE YEAR,John Irving,books_topn5_more_1996_2015.csv,4659,3359767,A Widow for One Year,A Widow for One Year,pass,pass,,pass,
top1998:582,hist,1998,BAG OF BONES,Stephen King,books_topn5_more_1996_2015.csv,10589,3254516,Bag of Bones,Bag of Bones,pass,pass,,pass,
top1998:705,hist,1998,BLACK AND BLUE,Anna Quindlen,books_topn5_more_1996_2015.csv,5157,2349447,Black and Blue,Black and Blue,pass,pass,,pass,
top1998:181,hist,1998,A NIGHT WITHOUT ARMOR,Jewel Kilcher,books_topn5_more_1996_2015.csv,,,,,missing_title,missing_title,,unmapped,no Goodreads work ID
top1999:2095,hist,1999,HANNIBAL,Thomas Harris,books_topn5_more_1996_2015.csv,32418,2992500,Hannibal,Hannibal,pass,pass,,pass,
top1999:5256,hist,1999,THE GIRL WHO LOVED TOM GORDON,Stephen King,books_topn5_more_1996_2015.csv,11564,1836389,The Girl Who Loved Tom Gordon,The Girl Who Loved Tom Gordon,pass,pass,,pass,
top1999:7269,hist,1999,WHITE OLEANDER,Janet Fitch,books_topn5_more_1996_2015.csv,32234,1223333,White Oleander,White Oleander,pass,pass,,pass,
top1999:6870,hist,1999,TIMELINE,Michael Crichton,books_topn5_more_1996_2015.csv,7669,1525987,Timeline,Timeline,pass,pass,,pass,
top1999:2144,hist,1999,HEARTS IN ATLANTIS,Stephen King,books_topn5_more_1996_2015.csv,11602,3166850,Hearts in Atlantis,Hearts in Atlantis,pass,pass,,pass,
top2000:4071,hist,2000,SHOPGIRL,Steve Martin,books_topn5_more_1996_2015.csv,10873,1028908,Shopgirl,Shopgirl,pass,pass,,pass,
top2000:1557,hist,2000,DROWNING RUTH,Christina Schwarz,books_topn5_more_1996_2015.csv,5171,1737200,Drowning Ruth,Drowning Ruth,pass,pass,,pass,
top2000:5605,hist,2000,THE LAST PRECINCT,Patricia Cornwell,books_topn5_more_1996_2015.csv,320167,865958,The Last Precinct,The Last Precinct,pass,pass,,pass,
top2000:6124,hist,2000,THE RESCUE,Nicholas Sparks,books_topn5_more_1996_2015.csv,3462,1268663,The Rescue,The Rescue,pass,pass,,pass,
top2000:5666,hist,2000,THE LION'S GAME,Nelson DeMille,books_topn5_more_1996_2015.csv,33808,2319,The Lion's Game,The Lion's Game,pass,pass,,pass,
top2001:916,hist,2001,CANE RIVER,Lalita Tademy,books_topn5_more_1996_2015.csv,5167,2028071,Cane River,Cane River,pass,pass,,pass,
top2001:4678,hist,2001,THE BONESETTER'S DAUGHTER,Amy Tan,books_topn5_more_1996_2015.csv,12555,1898187,The Bonesetter's Daughter,The Bonesetter's Daughter,pass,pass,,pass,
top2001:1543,hist,2001,DREAMCATCHER,Stephen King,books_topn5_more_1996_2015.csv,11570,643924,Dreamcatcher,Dreamcatcher,pass,pass,,pass,
top2001:710,hist,2001,BLACK HOUSE,Stephen King and Peter Straub,books_topn5_more_1996_2015.csv,97126,93620,The Talisman and Black House,The Talisman and Black House,title_mismatch('The Talisman and Black House'),title_mismatch('The Talisman and Black House'),,mismatch,book page: title_mismatch('The Talisman and Black House'); work page: title_mismatch('The Talisman and Black House')
top2001:28,hist,2001,1ST TO DIE,James Patterson,books_topn5_more_1996_2015.csv,13137,1711194,1st to Die,1st to Die,pass,pass,,pass,
top2002:4599,hist,2002,THE BEACH HOUSE,James Patterson and Peter de Jonge,books_topn5_more_1996_2015.csv,7510,22576,The Beach House,The Beach House,pass,pass,,pass,
top2002:543,hist,2002,ATONEMENT,Ian McEwan,books_topn5_more_1996_2015.csv,6867,2307233,Atonement,Atonement,pass,pass,,pass,
top2002:1911,hist,2002,FOUR BLIND MICE,James Patterson,books_topn5_more_1996_2015.csv,53625,1831604,Four Blind Mice,Four Blind Mice,pass,pass,,pass,
top2002:2697,hist,2002,LIFE OF PI,Yann Martel,books_topn5_more_1996_2015.csv,4214,1392700,Life of Pi,Life of Pi,pass,pass,,pass,
top2002:1681,hist,2002,EVERYTHING'S EVENTUAL,Stephen King,books_topn5_more_1996_2015.csv,10579,2330175,Everything's Eventual: 14 Dark Tales,Everything's Eventual,pass,pass,,pass,
top2003:5341,hist,2003,THE GUARDIAN,Nicholas Sparks,books_topn5_more_1996_2015.csv,15925,810630,The Guardian,The Guardian,pass,pass,,pass,
top2003:6472,hist,2003,THE TEETH OF THE TIGER,Tom Clancy,books_topn5_more_1996_2015.csv,19674,5054715,The Teeth of the Tiger,The Teeth of the Tiger,pass,pass,,pass,
top2003:767,hist,2003,BLOW FLY,Patricia Cornwell,books_topn5_more_1996_2015.csv,31623,1454733,Blow Fly,Blow Fly,pass,pass,,pass,
top2003:6664,hist,2003,THE WEDDING,Nicholas Sparks,books_topn5_more_1996_2015.csv,3466,1208014,The Wedding,The Wedding,pass,pass,,pass,
top2003:1206,hist,2003,CROSSROADS OF TWILIGHT,Robert Jordan,books_topn5_more_1996_2015.csv,113435,195579,Crossroads of Twilight,Crossroads of Twilight,pass,pass,,pass,
top2004:664,hist,2004,BERGDORF BLONDES,Plum Sykes,books_topn5_more_1996_2015.csv,127729917,98,"Bergdorf Blondes by Sykes, Plum (2006) Paperback",Bergdorf Blondes,pass,pass,,pass,
top2004:4310,hist,2004,STATE OF FEAR,Michael Crichton,books_topn5_more_1996_2015.csv,15860,1749610,State of Fear,State of Fear,pass,pass,,pass,
top2004:5499,hist,2004,THE JANE AUSTEN BOOK CLUB,Karen Joy Fowler,books_topn5_more_1996_2015.csv,2152,3498000,The Jane Austen Book Club,The Jane Austen Book Club,pass,pass,,pass,
top2004:1998,hist,2004,GLORIOUS APPEARING,Tim LaHaye and Jerry B. Jenkins,books_topn5_more_1996_2015.csv,34520188,577477,Glorious Appearing: The End Of Days (Left Behind),Glorious Appearing,pass,pass,,pass,
top2004:3908,hist,2004,SAM'S LETTERS TO JENNIFER,James Patterson,books_topn5_more_1996_2015.csv,80568,3164888,Sam's Letters to Jennifer,Sam's Letters to Jennifer,pass,pass,,pass,
top2005:4729,hist,2005,THE BROKER,John Grisham,books_topn5_more_1996_2015.csv,1110,3204998,The Broker,The Broker,pass,pass,,pass,
top2005:4206,hist,2005,SON OF A WITCH,Gregory Maguire,books_topn5_more_1996_2015.csv,13521,845295,Son of a Witch,Son of a Witch,pass,pass,,pass,
top2005:3593,hist,2005,PREDATOR,Patricia Cornwell,books_topn5_more_1996_2015.csv,6528,947822,Predator,Predator,pass,pass,,pass,
top2005:4751,hist,2005,THE CAMEL CLUB,David Baldacci,books_topn5_more_1996_2015.csv,15158,2571396,The Camel Club,The Camel Club,pass,pass,,pass,
top2005:1045,hist,2005,CHRIST THE LORD: OUT OF EGYPT,Anne Rice,books_topn5_more_1996_2015.csv,25347,2926176,Out of Egypt,Out of Egypt,pass,pass,,pass_alias,Out of Egypt is the shortened work title for Christ the Lord: Out of Egypt.
top2006:7186,hist,2006,WATER FOR ELEPHANTS,Sara Gruen,books_topn5_more_1996_2015.csv,43641,3441236,Water for Elephants,Water for Elephants,pass,pass,,pass,
top2006:1357,hist,2006,DEAR JOHN,Nicholas Sparks,books_topn5_more_1996_2015.csv,5526,3222389,Dear John,Dear John,pass,pass,,pass,
top2006:4505,hist,2006,THE 5TH HORSEMAN,James Patterson and Maxine Paetro,books_topn5_more_1996_2015.csv,49233765,3132603,The 5th Horseman,5th Horseman,pass,pass,,pass,
top2006:2519,hist,2006,JUDGE & JURY,James Patterson and Andrew Gross,books_topn5_more_1996_2015.csv,13130,2513160,Judge & Jury,Judge & Jury,pass,pass,,pass,
top2006:7008,hist,2006,TWELVE SHARP,Janet Evanovich,books_topn5_more_1996_2015.csv,3507,3095104,Twelve Sharp,Twelve Sharp,pass,pass,,pass,
top2007:4821,hist,2007,THE CHILDREN OF HÚRIN,J. R. R. Tolkien,books_topn5_more_1996_2015.csv,597790,5725966,The Children of Húrin,The Children of Húrin,pass,pass,,pass,
top2007:1506,hist,2007,DOUBLE CROSS,James Patterson,books_topn5_more_1996_2015.csv,552887,3357637,Double Cross,Double Cross,pass,pass,,pass,
top2007:4327,hist,2007,STONE COLD,David Baldacci,books_topn5_more_1996_2015.csv,627984,614327,Stone Cold,Stone Cold,pass,pass,,pass,
top2007:6087,hist,2007,THE QUICKIE,James Patterson and Michael Ledwidge,books_topn5_more_1996_2015.csv,13133,1872234,The Quickie,The Quickie,pass,pass,,pass,
top2007:4316,hist,2007,STEP ON A CRACK,James Patterson and Michael Ledwidge,books_topn5_more_1996_2015.csv,45169,1384747,Step on a Crack,Step on a Crack,pass,pass,,pass,
top2008:2818,hist,2008,LOVE THE ONE YOU’RE WITH,Emily Giffin,books_topn5_more_1996_2015.csv,149058569,1470370,Love the One You're With by Emily Giffin (5-Mar-2009) Paperback,Love the One You're With,pass,pass,,pass,
top2008:4835,hist,2008,THE CHRISTMAS SWEATER,Glenn Beck with Kevin Balfe and Jason Wright,books_topn5_more_1996_2015.csv,3268926,3132696,The Christmas Sweater,The Christmas Sweater,pass,pass,,pass,
top2008:5420,hist,2008,THE HOUR I FIRST BELIEVED,Wally Lamb,books_topn5_more_1996_2015.csv,3086160,3811636,The Hour I First Believed,The Hour I First Believed,pass,pass,,pass,
top2008:1198,hist,2008,CROSS COUNTRY,James Patterson,books_topn5_more_1996_2015.csv,1713912,6634474,Cross Country,Cross Country,pass,pass,,pass,
top2008:3947,hist,2008,SCARPETTA,Patricia Cornwell,books_topn5_more_1996_2015.csv,6530,2503909,Trace,Trace,title_mismatch('Trace'),title_mismatch('Trace'),,mismatch,book page: title_mismatch('Trace'); work page: title_mismatch('Trace')
top2009:4576,hist,2009,THE ASSOCIATE,John Grisham,books_topn5_more_1996_2015.csv,3613997,3656764,The Associate,The Associate,pass,pass,,pass,
top2009:2340,hist,2009,"I, ALEX CROSS",James Patterson,books_topn5_more_1996_2015.csv,13128,3295810,Cross,Cross,title_mismatch('Cross'),title_mismatch('Cross'),"CROSS | I, ALEX CROSS",mismatch,"book page: title_mismatch('Cross'); work page: title_mismatch('Cross'); work ID also assigned to: CROSS | I, ALEX CROSS"
top2009:2091,hist,2009,HANDLE WITH CARE,Jodi Picoult,books_topn5_more_1996_2015.csv,3720975,3764682,Handle with Care,Handle with Care,pass,pass,,pass,
top2009:3665,hist,2009,PURSUIT OF HONOR,Vince Flynn,books_topn5_more_1996_2015.csv,6339304,6525245,Pursuit of Honor,Pursuit of Honor,pass,pass,,pass,
top2009:4045,hist,2009,SHANGHAI GIRLS,Lisa See,books_topn5_more_1996_2015.csv,5960325,5991850,Shanghai Girls,Shanghai Girls,pass,pass,,pass,
top2010:1728,hist,2010,FALL OF GIANTS,Ken Follett,books_topn5_more_1996_2015.csv,7315573,8842841,Fall of Giants,Fall of Giants,pass,pass,,pass,
top2010:4272,hist,2010,SQUIRREL SEEKS CHIPMUNK,David Sedaris,books_topn5_more_1996_2015.csv,7857195,10995406,Squirrel Seeks Chipmunk,Squirrel Seeks Chipmunk,pass,pass,,pass,
top2010:1335,hist,2010,DEAD OR ALIVE,Tom Clancy with Grant Blackwood,books_topn5_more_1996_2015.csv,164188909,12502746,"Dead or Alive by Tom Clancy, Grant Blackwood",Dead or Alive,pass,pass,,pass,
top2010:1199,hist,2010,CROSS FIRE,James Patterson,books_topn5_more_1996_2015.csv,7856305,9629311,Cross Fire,Cross Fire,pass,pass,,pass,
top2010:1330,hist,2010,DEAD IN THE FAMILY,Charlaine Harris,books_topn5_more_1996_2015.csv,7091488,6902804,Dead in the Family,Dead in the Family,pass,pass,,pass,
top2011:4311,hist,2011,STATE OF WONDER,Ann Patchett,books_topn5_more_1996_2015.csv,9118135,14893776,State of Wonder,State of Wonder,pass,pass,,pass,
top2011:1365,hist,2011,DEATH COMES TO PEMBERLEY,P. D. James,books_topn5_more_1996_2015.csv,12875355,17822238,Death Comes to Pemberley,Death Comes to Pemberley,pass,pass,,pass,
top2011:5571,hist,2011,THE LAND OF PAINTED CAVES,Jean M. Auel,books_topn5_more_1996_2015.csv,8318666,13167950,The Land of Painted Caves,The Land of Painted Caves,pass,pass,,pass,
top2011:1336,hist,2011,DEAD RECKONING,Charlaine Harris,books_topn5_more_1996_2015.csv,7981206,12401364,Dead Reckoning,Dead Reckoning,pass,pass,,pass,
top2011:2552,hist,2011,KILL ALEX CROSS,James Patterson,books_topn5_more_1996_2015.csv,10343389,15246115,Kill Alex Cross,Kill Alex Cross,pass,pass,,pass,
top2012:7323,hist,2012,WINTER OF THE WORLD,Ken Follett,books_topn5_more_1996_2015.csv,12959233,18116611,Winter of the World,Winter of the World,pass,pass,,pass,
top2012:5475,hist,2012,THE INNOCENT,David Baldacci,books_topn5_more_1996_2015.csv,12849385,17594837,The Innocent,The Innocent,pass,pass,,pass,
top2012:6166,hist,2012,THE ROUND HOUSE,Louise Erdrich,books_topn5_more_1996_2015.csv,13602426,19195697,The Round House,The Round House,pass,pass,,pass,
top2012:1202,hist,2012,CROSS ROADS,Wm. Paul Young,books_topn5_more_1996_2015.csv,135873405,21421904,Cross Roads,Cross Roads,pass,pass,,pass,
top2012:2555,hist,2012,KILL SHOT,Vince Flynn,books_topn5_more_1996_2015.csv,10816297,15729967,Kill Shot,Kill Shot,pass,pass,,pass,
top2013:1483,hist,2013,DOCTOR SLEEP,Stephen King,books_topn5_more_1996_2015.csv,16130549,17851499,Doctor Sleep,Doctor Sleep,pass,pass,,pass,
top2013:5695,hist,2013,THE LONGEST RIDE,Nicholas Sparks,books_topn5_more_1996_2015.csv,17407748,24248331,The Longest Ride,The Longest Ride,pass,pass,,pass,
top2013:5154,hist,2013,THE FIRST PHONE CALL FROM HEAVEN,Mitch Albom,books_topn5_more_1996_2015.csv,17888952,25035204,The First Phone Call from Heaven,The First Phone Call from Heaven,pass,pass,,pass,
top2013:163,hist,2013,A MEMORY OF LIGHT,Robert Jordan and Brandon Sanderson,books_topn5_more_1996_2015.csv,16006282,21771164,By Grace and Banners Fallen: Prologue to A Memory of Light,By Grace and Banners Fallen,title_mismatch('By Grace and Banners Fallen: Prologue to A Memory of Light'),title_mismatch('By Grace and Banners Fallen'),,mismatch,book page: title_mismatch('By Grace and Banners Fallen: Prologue to A Memory of Light'); work page: title_mismatch('By Grace and Banners Fallen')
top2013:4914,hist,2013,THE CUCKOO'S CALLING,Robert Galbraith,books_topn5_more_1996_2015.csv,16160797,22002305,The Cuckoo's Calling,The Cuckoo's Calling,pass,pass,,pass,
top2014:4204,hist,2014,SOMEWHERE SAFE WITH SOMEBODY GOOD,Jan Karon,books_topn5_more_1996_2015.csv,20702311,40022168,Somewhere Safe with Somebody Good,Somewhere Safe with Somebody Good,pass,pass,,pass,
top2014:5071,hist,2014,THE ESCAPE,David Baldacci,books_topn5_more_1996_2015.csv,20767918,40105061,The Escape,The Escape,pass,pass,,pass,
top2014:2662,hist,2014,LEAVING TIME,Jodi Picoult,books_topn5_more_1996_2015.csv,18816603,26757264,Leaving Time,Leaving Time,pass,pass,,pass,
top2014:4696,hist,2014,THE BOSTON GIRL,Anita Diamant,books_topn5_more_1996_2015.csv,22450859,21890979,The Boston Girl,The Boston Girl,pass,pass,,pass,
top2014:2250,hist,2014,HOPE TO DIE,James Patterson,books_topn5_more_1996_2015.csv,20800147,40144215,Hope to Die,Hope to Die,pass,pass,,pass,
top2015:3992,hist,2015,SEE ME,Nicholas Sparks,books_topn5_more_1996_2015.csv,24820165,44460981,See Me,See Me,pass,pass,,pass,
top2015:2844,hist,2015,LUCKIEST GIRL ALIVE,Jessica Knoll,books_topn5_more_1996_2015.csv,22609317,42099141,Luckiest Girl Alive,Luckiest Girl Alive,pass,pass,,pass,
top2015:234,hist,2015,A SPOOL OF BLUE THREAD,Anne Tyler,books_topn5_more_1996_2015.csv,28814772,41711673,A Spool of Blue Thread,A Spool of Blue Thread,pass,pass,,pass,
top2015:4598,hist,2015,THE BAZAAR OF BAD DREAMS,Stephen King,books_topn5_more_1996_2015.csv,23512999,43116154,The Bazaar of Bad Dreams,The Bazaar of Bad Dreams,pass,pass,,pass,
top2015:5250,hist,2015,THE GIRL IN THE SPIDER'S WEB,David Lagercrantz,books_topn5_more_1996_2015.csv,25074850,27669153,The Girl in the Spider's Web,The Girl in the Spider's Web,pass,pass,,pass,
top1997:6712,hist,1997,THE WINNER,David Baldacci,books_topn5_1996_2015_to10.csv,113138,1369417,The Winner,The Winner,pass,pass,,pass,
top1998:156,hist,1998,A MAN IN FULL,Tom Wolfe,books_topn5_1996_2015_to10.csv,86172,1997693,A Man in Full,A Man in Full,pass,pass,,pass,
top2000:3866,hist,2000,ROSES ARE RED,James Patterson,books_topn5_1996_2015_to10.csv,79378,22566,Roses Are Red,Roses Are Red,pass,pass,,pass,
top2001:7137,hist,2001,VIOLETS ARE BLUE,James Patterson,books_topn5_1996_2015_to10.csv,79379,1827952,Violets Are Blue,Violets Are Blue,pass,pass,,pass,
top2013:5912,hist,2013,THE OCEAN AT THE END OF THE LANE,Neil Gaiman,books_topn5_1996_2015_to10.csv,18505792,21500681,The Ocean at the End of the Lane,The Ocean at the End of the Lane,pass,pass,,pass,
top1996:293,hist,1996,ABSOLUTE POWER,David Baldacci,books_topn5_1996_2015_to10.csv,15159,2837,Absolute Power,Absolute Power,pass,pass,,pass,
top1996:1431,hist,1996,DESPERATION,Stephen King,books_topn5_1996_2015_to10.csv,10584,14015,Desperation,Desperation,pass,pass,,pass,
top1996:5634,hist,1996,THE LAWS OF OUR FATHERS,Scott Turow,books_topn5_1996_2015_to10.csv,4682,32792,The Laws Of Our Fathers,The Laws of Our Fathers,pass,pass,,pass,
top1996:6117,hist,1996,THE REGULATORS,Richard Bachman,books_topn5_1996_2015_to10.csv,10596,955346,The Regulators,The Regulators,pass,pass,,pass,
top1996:2330,hist,1996,I WAS AMELIA EARHART,Jane Mendelsohn,books_topn5_1996_2015_to10.csv,767526,2702591,I WAS AMELIA EARHART.,I Was Amelia Earhart,pass,pass,,pass,
top1997:957,hist,1997,CAT & MOUSE,James Patterson,books_topn5_1996_2015_to10.csv,21436,2983256,Cat & Mouse,Cat & Mouse,pass,pass,,pass,
top1997:64,hist,1997,A CERTAIN JUSTICE,P. D. James,books_topn5_1996_2015_to10.csv,29204,2781025,A Certain Justice,A Certain Justice,pass,pass,,pass,
top1997:5238,hist,1997,THE GHOST,Danielle Steel,books_topn5_1996_2015_to10.csv,59849,1461240,The Ghost,The Ghost,pass,pass,,pass,
top1997:7070,hist,1997,UNNATURAL EXPOSURE,Patricia Cornwell,books_topn5_1996_2015_to10.csv,128504879,2589885,"Unnatural Exposure by Cornwell, Patricia [Berkley,2008] (Mass Market Paperback) Reissue",Unnatural Exposure,pass,pass,,pass,
top1998:2322,hist,1998,I KNOW THIS MUCH IS TRUE,Wally Lamb,books_topn5_1996_2015_to10.csv,227711,1191096,I Know This Much Is True,I Know This Much Is True,pass,pass,,pass,
top2000:1965,hist,2000,GAP CREEK,Robert Morgan,books_topn5_1996_2015_to10.csv,77398,879027,Gap Creek,Gap Creek,pass,pass,,pass,
top2000:635,hist,2000,BEFORE I SAY GOOD-BYE,Mary Higgins Clark,books_topn5_1996_2015_to10.csv,691775,1612744,Before I Say Good-Bye,Before I Say Goodbye,pass,pass,,pass,
top2000:5435,hist,2000,THE HOUSE ON HOPE STREET,Danielle Steel,books_topn5_1996_2015_to10.csv,528659,1516725,The House on Hope Street,The House on Hope Street,pass,pass,,pass,
top2000:7326,hist,2000,WINTER SOLSTICE,Rosamunde Pilcher,books_topn5_1996_2015_to10.csv,116054,2067411,Winter Solstice,Winter Solstice,pass,pass,,pass,
top2001:567,hist,2001,BACK WHEN WE WERE GROWNUPS,Anne Tyler,books_topn5_1996_2015_to10.csv,31178,2731250,Back When We Were Grownups,Back When We Were Grownups,pass,pass,,pass,
top2001:5621,hist,2001,THE LAST TIME THEY MET,Anita Shreve,books_topn5_1996_2015_to10.csv,96082,7403922,The Last Time They Met,The Last Time They Met,pass,pass,,pass,
top2002:1936,hist,2002,FROM A BUICK 8,Stephen King,books_topn5_1996_2015_to10.csv,22076,2818729,From a Buick 8,From a Buick 8,pass,pass,,pass,
top2002:3237,hist,2002,NIGHTS IN RODANTHE,Nicholas Sparks,books_topn5_1996_2015_to10.csv,15926,943470,Nights in Rodanthe,Nights in Rodanthe,pass,pass,,pass,
top2002:4982,hist,2002,THE DIARY OF ELLEN RIMBAUER,edited by Joyce Reardon,books_topn5_1996_2015_to10.csv,,,,,missing_title,missing_title,,unmapped,no Goodreads work ID
top2002:6122,hist,2002,THE REMNANT,Tim LaHaye and Jerry B. Jenkins,books_topn5_1996_2015_to10.csv,27530,2172654,The Remnant,The Remnant,pass,pass,,pass,
top2003:509,hist,2003,ARMAGEDDON,Tim LaHaye and Jerry B. Jenkins,books_topn5_1996_2015_to10.csv,27525,411077,Armageddon: The Cosmic Battle of the Ages,Armageddon,pass,pass,,pass,
top2003:5567,hist,2003,THE LAKE HOUSE,James Patterson,books_topn5_1996_2015_to10.csv,110444,106431,The Lake House,The Lake House,pass,pass,,pass,
top2004:4540,hist,2004,THE AMATEUR MARRIAGE,Anne Tyler,books_topn5_1996_2015_to10.csv,15764,838459,The Amateur Marriage,The Amateur Marriage,pass,pass,,pass,
top2004:2747,hist,2004,LONDON BRIDGES,James Patterson,books_topn5_1996_2015_to10.csv,13151,3236105,London Bridges,London Bridges,pass,pass,,pass,
top2004:4133,hist,2004,SKINNY DIP,Carl Hiaasen,books_topn5_1996_2015_to10.csv,13079,817175,Skinny Dip,Skinny Dip,pass,pass,,pass,
top2005:39,hist,2005,4TH OF JULY,James Patterson and Maxine Paetro,books_topn5_1996_2015_to10.csv,33668,15334,4th of July,4th of July,pass,pass,,pass,
top2005:7423,hist,2005,“S” IS FOR SILENCE,Sue Grafton,books_topn5_1996_2015_to10.csv,128511770,137034,"S is for Silence by Grafton, Sue [A Marian Wood Book/Putnam,2005]",S is for Silence,pass,pass,,pass,
top2005:2702,hist,2005,LIFEGUARD,James Patterson and Andrew Gross,books_topn5_1996_2015_to10.csv,86424,260314,Lifeguard,Lifeguard,pass,pass,,pass,
top2006:3202,hist,2006,NEXT,Michael Crichton,books_topn5_1996_2015_to10.csv,7661,2821071,Next,Next,pass,pass,,pass,
top2006:7290,hist,2006,WILD FIRE,Nelson DeMille,books_topn5_1996_2015_to10.csv,1849,2834249,Wild Fire,Wild Fire,pass,pass,,pass,
top2006:4670,hist,2006,THE BOLEYN INHERITANCE,Philippa Gregory,books_topn5_1996_2015_to10.csv,16180,816515,The Boleyn Inheritance,The Boleyn Inheritance,pass,pass,,pass,
top2006:5450,hist,2006,THE HUSBAND,Dean Koontz,books_topn5_1996_2015_to10.csv,16429,944272,The Husband,The Husband,pass,pass,,pass,
top2006:7028,hist,2006,TWO LITTLE GIRLS IN BLUE,Mary Higgins Clark,books_topn5_1996_2015_to10.csv,154423,1612722,Two Little Girls in Blue,Two Little Girls in Blue,pass,pass,,pass,
