sample_id,quote_id,quote_text
top1983:1047,q00954,I think part of being a parent is trying to kill your kids.
top1983:1047,q00955,"If being a kid is about learning how to live, then being a grown-up is about learning how to die."
top1983:1047,q00956,"Love is old slaughterer. Love is not blind. Love is a canibal with extremely acute vision. Love is insectile, it is always hungry"
top1983:1047,q00957,Maybe that’s one of the ways you recognize really lonely people . . . they can always think of something neat to do on rainy days. You can always call them up. They’re always home. Fucking always. For
top1983:1047,q00958,"As soon as you have a child, you see your own tombstone"
top1983:1047,q00959,People are only rational on the surface.
top1983:1047,q00960,I always like to see enlightened parents like that; it gives me hope for the future.
top1983:1047,q00961,"Come on, big guy. Let's go for a ride. Let's cruise."
top1983:1047,q00962,"I once heard about some millionaire who had a stolen Rembrandt in his basement where no one but him could see it. I could understand that guy. I don't mean that Arnie was a Rembrandt, or even a world-class wit, but I could understand the attraction of knowing about something good ... something that was good but still a secret."
top1983:1047,q00963,His single-minded purpose. His unending fury.
top1983:1047,q00964,"You’re smiling again,” Regina said. “I was just thinking about how much I love you both,” Arnie said. His father looked at him, surprised and touched; there was a soft gleam in his mother’s eyes that might have been tears. They really believed it. The shitters. •"
top1983:1047,q00965,I felt as conspicuous as a baby whale in a goldfish pond.
top1983:1047,q00966,"I don't believe in curses, you know. Nor in ghosts or anything precisely supernatural. But I do believe that emotions and events have a certain...lingering resonance. It may be that emotions can even communicate themselves in certain circumstances, if the circumstances are peculiar enough...the way a carton of milk will take the flavour of certain strongly spiced foods if it's left open in the refrigerator."
top1983:1047,q00967,"I find that the more I dislike adults, the more apt I am to call them Sir. “What?"
top1983:1047,q00968,"I had a moment to wonder just what he did at David Emerson's, which really was where Libertyville's elite bought. Was he a salesman? I could see him showing some smart young lady around, saying, Here's one fuck of a nice couch, ma'am, and look at this goddam settee, we sure didn't have nothing like that on Guadalcanal when those fucking stoned-out Japs came at us with their Maxwell House swords."
top1983:1047,q00969,"Why doesn’t Arnie ever come over anymore, Mom?” Ellie asked. “Did he and Dennis have a fight?” “No, honey,” my mother answered. “I don’t think so. But when friends get older .. . sometimes they grow apart.” “That’s never going to happen to me,” Ellie said, with all the awesome conviction of the just-turned-fifteen. I"
top1983:1047,q00970,"There was a momentary added weight in my stomach, almost like a sickness. There’s a name for that sort of sickness. I think it’s called falling in love with your best friend’s girl. “You’ve"
top1983:1047,q00971,"I woke up. I didn’t scream. That night I kept the scream in my throat. Just barely. I sat up in my bed, a cold puddle of moonlight caught in a lapful of sheet, and I thought, Died suddenly. That night I didn’t get back to sleep so quickly."
top1983:1047,q00972,"I sat there behind the wheel of my car, not sure what I should do, wishing I was someplace else, anyplace else, trying on shoes at Thom McAn’s, filling out a credit application in a discount store, standing in front of a pay toilet stall with diarrhea and no dime. Anyplace, man. It didn’t have to be Monte Carlo. Mostly I sat there wishing I was older."
top1983:1047,q00973,"Leigh left college to be married, and then it was goodbye Drew and hello Taos. I went to her wedding with hardly a qualm. Nice fellow. Drove a Honda Civic. No problems there."
top1983:1047,q00974,"Engines. That's something else about being a teenager. There are all these engines, and somehow you end up with the ignition keys to some of them and you start them up but you don't know what the fuck they are or what they're supposed to do. There are clues, but that's all. The drug thing is like that, and the booze thing, and the sex thing, and sometimes other stuff too - a summer job that generates a new interest, a trip, a course in school. Engines. they give you the keys and some clues and they say, Start it up, see what it will do, and sometimes what it does is pull you along into a life that's really good and fulfilling, and sometimes what it does is pull you right down the highway to hell and leave you all mangled and bleeding by the roadside."
top1983:1047,q00975,"It was also easy to imagine the good smells, the laughter as they sat down. Easy to imagine . . . but probably a mistake. It"
top1983:1047,q00976,"I was scared,” she said, and then uttered a shaky little laugh. “I guess you don’t know what scared is until one of your kids screams in the dark.” “Ugh,"
top1983:1047,q00977,"I know they say that a stiff dick has no conscience, but I tell you now that some cunts have teeth,"
top1983:1047,q00978,"Has it ever occurred to you,” he said abruptly, “that parents are nothing but overgrown kids until their children drag them into adulthood? Usually kicking and screaming?"
