sample_id,quote_id,quote_text
top2022:ALL GOOD PEOPLE HERE|Ashley Flowers with Alex Kiest,q07396,She heard a sound - a soft guttural moan - and realized it had come from her own mouth.
top2022:ALL GOOD PEOPLE HERE|Ashley Flowers with Alex Kiest,q07397,"As Krissy stared at the horrible tableau beneath her, her mind felt scrubbed except for one word: No."
top2022:ALL GOOD PEOPLE HERE|Ashley Flowers with Alex Kiest,q07398,"And she wondered, as he gazed back at her with those flat, serious eyes, if she’d made the right decision, or if protecting him had been a horrible mistake."
top2022:ALL GOOD PEOPLE HERE|Ashley Flowers with Alex Kiest,q07399,"It was then, as she stared at the dark splotch on her daughter’s body, that Kissy realized she was afraid of her own son."
top2022:ALL GOOD PEOPLE HERE|Ashley Flowers with Alex Kiest,q07400,"Right,” Billy snapped. He had a job where the work never stopped. He had a wife who was restless and discontent, and a son who seemed to hate him. January was his only real bright spot, but he could already see glimpses of the teenager she’d become. In a few years, she’d stop running to him when he walked through the door. “I’m the luckiest guy in the whole wide world."
top2022:ALL GOOD PEOPLE HERE|Ashley Flowers with Alex Kiest,q07401,"Luke had given her a home, a refuge from her parents. He loved her more than anybody else did and she him. He’s not a killer. He’s my uncle, she wanted to say. Elliott Wallace is the killer. But the words wouldn’t come. She just stared, head bowed and mind spinning, at a spot on the car’s floor. “I’m sorry,” Jodie said after a moment. “But it’s true."
top2022:ALL GOOD PEOPLE HERE|Ashley Flowers with Alex Kiest,q07402,"If she’d simply come to Wakarusa and focused on helping her uncle instead of chasing answers to the twenty-five-year-old murder case, maybe she wouldn’t be here right now, on the wrong side of Luke’s gun."
top2022:ALL GOOD PEOPLE HERE|Ashley Flowers with Alex Kiest,q07403,"My brother may not be perfect and he can be an easy scapegoat for people because he’s different, but he’s not a killer. I promise you that."
top2022:ALL GOOD PEOPLE HERE|Ashley Flowers with Alex Kiest,q07404,"was a gamble using this as leverage. From her experience, the proclamation that she was a journalist either piqued people’s curiosity or made them put up their defenses. To her great relief, it seemed Annabelle was one of the former."
top2022:ALL GOOD PEOPLE HERE|Ashley Flowers with Alex Kiest,q07405,"But she wanted the truth, an explanation to why he’d been in that photo at January’s recital, and these financial documents weren’t"
top2022:ALL GOOD PEOPLE HERE|Ashley Flowers with Alex Kiest,q07406,"For so long she’d dreamed of coming here, of escaping Wakarusa and her dead-end marriage, dreamed of a big, dazzling life. How different the circumstances of this trip were. How different her life had turned out, so far from how it was supposed to be."
top2022:ALL GOOD PEOPLE HERE|Ashley Flowers with Alex Kiest,q07407,"She’d gotten the feeling he’d been protecting Jace when he’d said this, but the discrepancy between a bit of trouble and putting a kid in the hospital was a pretty big gulf. “Jesus."
top2022:ALL GOOD PEOPLE HERE|Ashley Flowers with Alex Kiest,q07408,"I don’t know what ultimately made her snap, but I do know she was overly invested in January’s dancing, jealous and controlling. And don’t get me started on her relationship with Billy."
top2022:ALL GOOD PEOPLE HERE|Ashley Flowers with Alex Kiest,q07409,"But it was also a ticket to so much more. This ring could open up her world in ways she’d only ever imagined. It would mean, for the first time in her life, that she could stop worrying about money, that she could stop fighting so fucking hard for everything. It would mean, for the first time in her life, she might finally be able to exhale."
top2022:ALL GOOD PEOPLE HERE|Ashley Flowers with Alex Kiest,q07410,"In the briefest of moments, she’d gone from surprised at the invitation for an interview to regally accepting it, as if she’d been patiently sitting by all day just for someone to ask her."
top2022:ALL GOOD PEOPLE HERE|Ashley Flowers with Alex Kiest,q07411,"But people here turned on the Jacobs family a long time ago for what happened to January and I think once some time passes, folks will find their way back to that."
top2022:ALL GOOD PEOPLE HERE|Ashley Flowers with Alex Kiest,q07412,You remember the time Joseph Pinter called Kris ‘white trash’ when he found out her and her mom live in a trailer park? And Mr. Yacoubian was standing right there and didn’t say anything? He’s a teacher and he just let it happen because Joseph Pinter has a white picket fence and Kris doesn’t.
top2022:ALL GOOD PEOPLE HERE|Ashley Flowers with Alex Kiest,q07413,And Mom’s the same as ever. Delusional.” Luke snorted. “What’s Bethany delusional about this time?” “She seems to think I’m a millionaire because I write for a newspaper.
top2022:ALL GOOD PEOPLE HERE|Ashley Flowers with Alex Kiest,q07414,"And because the people of Wakarusa were churchgoing, law-abiding, capital-G God-fearing people, the Story was always adorned with pearls of sweetness to coat its sharp edges: Bless her heart, but … I’ll be praying for them, because"
