sample_id,quote_id,quote_text
top2004:4133,q00312,"I married an asshole, she thought, knifing into the waves."
top2004:4133,q00313,What’s it called when you start hating yourself?” “A waste of energy.
top2004:4133,q00314,Love isn't about thinking. You should know that by now.
top2004:4133,q00315,"We get along fine. In return for food and shelter, they give me unconditional indifference."
top2004:4133,q00316,"Earl, you can’t walk around with a lead slug up your bottom. It’s bound to affect your outlook.” Tool jerked his hand away. “I’ll get it took care of, I swear.” “It could well be the turning point in your life,” she said. “What they call an epiphany. Or at least a catharsis.” He assumed those to be the surgical terms for a bullet removal, and he promised Maureen he would schedule the operation as soon as he got a break in his bodyguarding schedule."
top2004:4133,q00317,"[on the way to Flamingo midnight blackmail rendezvous] Only one road led there, a two-lane blacktop that sliced through thirty-eight miles of unbroken scrub, cypress heads and saw-grass prairies. Although they were speeding through absolute darkness, Joey sensed a pulse of unseen life all around them...By now it was ten o'clock and most of the campers, besieged by insects, had retreated to their sleeping bags."
top2004:4133,q00318,"Ricca, the witch, was alive. God only knew what Red Hammernut was up to. The blackmailer wanted the money tomorrow night. And topping it all was the videocassette that had been waiting on Charles Perrone’s doorstep when he returned home from church. The tape was grainy and underlit, but the images were sufficiently distinct that Chaz instantly realized what he was watching."
top2004:4133,q00319,"Hey, where’s your girlfriend? The one that was down at Flamingo?” “Oh, she’s home cleaning the machine guns.” Tool wasn’t sure if the guy was joking. Then, out of the blue, it hit him—that’s who the picture on the altar looked like: the blackmailer’s girlfriend."
top2004:4133,q00320,"You’d be surprised,” he said. “Just the other night, some guy pushed his wife overboard.” The snip-snip-snip of the shears ceased."
top2004:4133,q00321,"Mick Stranahan’s sister was married to a lawyer named Kipper Garth, inept in all aspects of the profession except self-promotion."
top2004:4133,q00322,"Poison,” said Rose Jewell with a frown. “No thanks.” She was about forty years old and fearlessly attractive. The detective office had come to a standstill when she’d walked in—white cotton pullover, tight stonewashed jeans, high heels. Her hair was a wattage of blond unknown in Minnesota, the land of blondes. Even Rolvaag was slightly nervous."
top2004:4133,q00323,"One spring evening in 1896, a prominent Pennsylvanian named Hamilton Disston blew his brains out in a bathtub. He had become gravely depressed after depleting his inheritance on a grandiose campaign to drain 4 million acres of Florida swamp known as the Everglades. Although Disston died believing himself a failure, he was later proven a pioneer and an inspiration. In the years that followed, one version or another of his rapacious fantasy was pursued by legions of avaricious speculators—land developers, bankers, railroad barons, real-estate promoters, citrus growers, cattle ranchers, sugar tycoons and, last but not least, the politicians they owned."
top2004:4133,q00324,"The man called Tool lived in a trailer outside of LaBelle, not far from Lake Okeechobee. The trailer had come with a half-acre parcel upon which the previous owner had cultivated tomatoes, a crop despised by Tool since his days as a crew boss."
