sample_id,quote_id,quote_text
top1933:518,q00042,"….two slate-colored gravestones settled at a slant into the lower corner of the field beside the lane. She could not read the names engraved on them, but she knew what they were. Joseph Watson, 1820-1891, and James Watson, son of Joseph and Hannah Watson, 1844-1863. The grave of Hannah Watson lay beside her husband’s and because she had died last, she had no marker, unless the pine tree growing there might count as one. To-morrow two men would drive up and leave a basket of flowers and a flag for Joseph because he had fought in the Civil War, and for James because he had died on his way home from it, but they would not have anything for Hannah because she had only identified her son James one hot summer day on the platform of North Derwich Station, and raised all the food her husband ate for twenty years as he sat in a chair in her kitchen, and done washings for Mrs. Hale to buy monuments for them at the end. But the flowers would die in the boxes; even if Jen found time to go down and set out the pansy plants in the ground, stray cows were sure to eat them off before the summer was over; and the Forrest children would take the flags to play with. Nothing would interfere with the tree."
