sample_id,quote_id,quote_text
top1954:4999,q00046,What was the good of trying to keep your own (children) if when they grew up their days were like your own- changeovers and ugly painted dolls?
top1954:4999,q00047,"If a religion is unpatriotic, it ain't right."
top1954:4999,q00048,Isn’t it awful how they work at terrible jobs—have you seen Sophronie’s hands lately—and then waste their money?
top1954:4999,q00049,"Then would come the remembering again, and the knife would be lost again while she (Gertie) sat helplessly fumbling, once more far from the man in the wood, tossed and whirled about as she was in the ringing, roaring fury."" The Dollmaker, Harriette Arnow, p 418"
